Estacion;Fecha inicial;Fecha final;PM10
ZIPAQUIRA - URBANO;2024-02-18 01:59;2024-02-18 02:58;12.26
ZIPAQUIRA - URBANO;2024-02-18 00:59;2024-02-18 01:58;9.7
ZIPAQUIRA - URBANO;2024-02-17 23:59;2024-02-18 00:58;13.35
ZIPAQUIRA - URBANO;2024-02-17 22:59;2024-02-17 23:58;17.84
ZIPAQUIRA - URBANO;2024-02-17 21:59;2024-02-17 22:58;7.93
ZIPAQUIRA - URBANO;2024-02-17 20:59;2024-02-17 21:58;10.97
ZIPAQUIRA - URBANO;2024-02-17 19:59;2024-02-17 20:58;16.85
ZIPAQUIRA - URBANO;2024-02-17 18:59;2024-02-17 19:58;14.89
ZIPAQUIRA - URBANO;2024-02-17 17:59;2024-02-17 18:58;13.89
ZIPAQUIRA - URBANO;2024-02-17 16:59;2024-02-17 17:58;8.64
ZIPAQUIRA - URBANO;2024-02-17 15:59;2024-02-17 16:58;10.91
ZIPAQUIRA - URBANO;2024-02-17 14:59;2024-02-17 15:58;12.63
ZIPAQUIRA - URBANO;2024-02-17 13:59;2024-02-17 14:58;10.64
ZIPAQUIRA - URBANO;2024-02-17 12:59;2024-02-17 13:58;8.99
ZIPAQUIRA - URBANO;2024-02-17 11:59;2024-02-17 12:58;11.46
ZIPAQUIRA - URBANO;2024-02-17 10:59;2024-02-17 11:58;16.97
ZIPAQUIRA - URBANO;2024-02-17 09:59;2024-02-17 10:58;16.13
ZIPAQUIRA - URBANO;2024-02-17 08:59;2024-02-17 09:58;16.95
ZIPAQUIRA - URBANO;2024-02-17 07:59;2024-02-17 08:58;15.76
ZIPAQUIRA - URBANO;2024-02-17 06:59;2024-02-17 07:58;12.23
ZIPAQUIRA - URBANO;2024-02-17 05:59;2024-02-17 06:58;17.95
ZIPAQUIRA - URBANO;2024-02-17 04:59;2024-02-17 05:58;8.48
ZIPAQUIRA - URBANO;2024-02-17 03:59;2024-02-17 04:58;8.18
ZIPAQUIRA - URBANO;2024-02-17 02:59;2024-02-17 03:58;7.68
ZIPAQUIRA - URBANO;2024-02-17 01:59;2024-02-17 02:58;5.49
ZIPAQUIRA - URBANO;2024-02-17 00:59;2024-02-17 01:58;7.92
ZIPAQUIRA - URBANO;2024-02-16 23:59;2024-02-17 00:58;11.39
ZIPAQUIRA - URBANO;2024-02-16 22:59;2024-02-16 23:58;7.09
ZIPAQUIRA - URBANO;2024-02-16 21:59;2024-02-16 22:58;6.59
ZIPAQUIRA - URBANO;2024-02-16 20:59;2024-02-16 21:58;7.93
ZIPAQUIRA - URBANO;2024-02-16 19:59;2024-02-16 20:58;10.31
ZIPAQUIRA - URBANO;2024-02-16 18:59;2024-02-16 19:58;9.15
ZIPAQUIRA - URBANO;2024-02-16 17:59;2024-02-16 18:58;12.74
ZIPAQUIRA - URBANO;2024-02-16 16:59;2024-02-16 17:58;10.59
ZIPAQUIRA - URBANO;2024-02-16 15:59;2024-02-16 16:58;12.73
ZIPAQUIRA - URBANO;2024-02-16 14:59;2024-02-16 15:58;16.31
ZIPAQUIRA - URBANO;2024-02-16 13:59;2024-02-16 14:58;9.55
ZIPAQUIRA - URBANO;2024-02-16 11:59;2024-02-16 12:58;11.45
ZIPAQUIRA - URBANO;2024-02-16 10:59;2024-02-16 11:58;14.19
ZIPAQUIRA - URBANO;2024-02-16 09:59;2024-02-16 10:58;17.85
ZIPAQUIRA - URBANO;2024-02-16 08:59;2024-02-16 09:58;16.86
ZIPAQUIRA - URBANO;2024-02-16 07:59;2024-02-16 08:58;21.65
ZIPAQUIRA - URBANO;2024-02-16 06:59;2024-02-16 07:58;25.14
ZIPAQUIRA - URBANO;2024-02-16 05:59;2024-02-16 06:58;27.0
ZIPAQUIRA - URBANO;2024-02-16 04:59;2024-02-16 05:58;29.27
ZIPAQUIRA - URBANO;2024-02-16 03:59;2024-02-16 04:58;21.94
ZIPAQUIRA - URBANO;2024-02-16 02:59;2024-02-16 03:58;13.7
ZIPAQUIRA - URBANO;2024-02-16 01:59;2024-02-16 02:58;11.11
ZIPAQUIRA - URBANO;2024-02-16 00:59;2024-02-16 01:58;7.55
ZIPAQUIRA - URBANO;2024-02-15 23:59;2024-02-16 00:58;13.15
ZIPAQUIRA - URBANO;2024-02-15 22:59;2024-02-15 23:58;18.92
ZIPAQUIRA - URBANO;2024-02-15 21:59;2024-02-15 22:58;17.63
ZIPAQUIRA - URBANO;2024-02-15 20:59;2024-02-15 21:58;17.97
ZIPAQUIRA - URBANO;2024-02-15 19:59;2024-02-15 20:58;19.9
ZIPAQUIRA - URBANO;2024-02-15 18:59;2024-02-15 19:58;19.64
ZIPAQUIRA - URBANO;2024-02-15 17:59;2024-02-15 18:58;21.38
ZIPAQUIRA - URBANO;2024-02-15 16:59;2024-02-15 17:58;20.66
ZIPAQUIRA - URBANO;2024-02-15 15:59;2024-02-15 16:58;15.08
ZIPAQUIRA - URBANO;2024-02-15 14:59;2024-02-15 15:58;13.91
ZIPAQUIRA - URBANO;2024-02-15 13:59;2024-02-15 14:58;12.56
ZIPAQUIRA - URBANO;2024-02-15 12:59;2024-02-15 13:58;12.96
ZIPAQUIRA - URBANO;2024-02-15 11:59;2024-02-15 12:58;17.73
ZIPAQUIRA - URBANO;2024-02-15 10:59;2024-02-15 11:58;19.77
ZIPAQUIRA - URBANO;2024-02-15 09:59;2024-02-15 10:58;18.13
ZIPAQUIRA - URBANO;2024-02-15 08:59;2024-02-15 09:58;20.37
ZIPAQUIRA - URBANO;2024-02-15 07:59;2024-02-15 08:58;21.78
ZIPAQUIRA - URBANO;2024-02-15 06:59;2024-02-15 07:58;34.37
ZIPAQUIRA - URBANO;2024-02-15 05:59;2024-02-15 06:58;41.64
ZIPAQUIRA - URBANO;2024-02-15 04:59;2024-02-15 05:58;27.63
ZIPAQUIRA - URBANO;2024-02-15 03:59;2024-02-15 04:58;24.95
ZIPAQUIRA - URBANO;2024-02-15 02:59;2024-02-15 03:58;26.2
ZIPAQUIRA - URBANO;2024-02-15 01:59;2024-02-15 02:58;23.56
ZIPAQUIRA - URBANO;2024-02-15 00:59;2024-02-15 01:58;20.51
ZIPAQUIRA - URBANO;2024-02-14 23:59;2024-02-15 00:58;24.2
ZIPAQUIRA - URBANO;2024-02-14 22:59;2024-02-14 23:58;24.43
ZIPAQUIRA - URBANO;2024-02-14 21:59;2024-02-14 22:58;34.01
ZIPAQUIRA - URBANO;2024-02-14 20:59;2024-02-14 21:58;36.43
ZIPAQUIRA - URBANO;2024-02-14 19:59;2024-02-14 20:58;40.28
ZIPAQUIRA - URBANO;2024-02-14 18:59;2024-02-14 19:58;23.9
ZIPAQUIRA - URBANO;2024-02-14 17:59;2024-02-14 18:58;24.55
ZIPAQUIRA - URBANO;2024-02-14 16:59;2024-02-14 17:58;23.16
ZIPAQUIRA - URBANO;2024-02-14 15:59;2024-02-14 16:58;22.27
ZIPAQUIRA - URBANO;2024-02-14 14:59;2024-02-14 15:58;18.52
ZIPAQUIRA - URBANO;2024-02-14 13:59;2024-02-14 14:58;21.3
ZIPAQUIRA - URBANO;2024-02-14 12:59;2024-02-14 13:58;14.35
ZIPAQUIRA - URBANO;2024-02-14 11:59;2024-02-14 12:58;11.36
ZIPAQUIRA - URBANO;2024-02-14 10:59;2024-02-14 11:58;13.53
ZIPAQUIRA - URBANO;2024-02-14 09:59;2024-02-14 10:58;9.63
ZIPAQUIRA - URBANO;2024-02-14 08:59;2024-02-14 09:58;12.32
ZIPAQUIRA - URBANO;2024-02-14 07:59;2024-02-14 08:58;29.49
ZIPAQUIRA - URBANO;2024-02-14 06:59;2024-02-14 07:58;31.72
ZIPAQUIRA - URBANO;2024-02-14 05:59;2024-02-14 06:58;29.7
ZIPAQUIRA - URBANO;2024-02-14 04:59;2024-02-14 05:58;26.31
ZIPAQUIRA - URBANO;2024-02-14 03:59;2024-02-14 04:58;25.34
ZIPAQUIRA - URBANO;2024-02-14 02:59;2024-02-14 03:58;21.45
ZIPAQUIRA - URBANO;2024-02-14 01:59;2024-02-14 02:58;19.19
ZIPAQUIRA - URBANO;2024-02-14 00:59;2024-02-14 01:58;23.9
ZIPAQUIRA - URBANO;2024-02-13 23:59;2024-02-14 00:58;21.54
ZIPAQUIRA - URBANO;2024-02-13 22:59;2024-02-13 23:58;21.59
ZIPAQUIRA - URBANO;2024-02-13 21:59;2024-02-13 22:58;18.44
ZIPAQUIRA - URBANO;2024-02-13 20:59;2024-02-13 21:58;21.51
ZIPAQUIRA - URBANO;2024-02-13 19:59;2024-02-13 20:58;19.98
ZIPAQUIRA - URBANO;2024-02-13 18:59;2024-02-13 19:58;22.25
ZIPAQUIRA - URBANO;2024-02-13 17:59;2024-02-13 18:58;26.16
ZIPAQUIRA - URBANO;2024-02-13 16:59;2024-02-13 17:58;18.18
ZIPAQUIRA - URBANO;2024-02-13 15:59;2024-02-13 16:58;14.61
ZIPAQUIRA - URBANO;2024-02-13 14:59;2024-02-13 15:58;15.45
ZIPAQUIRA - URBANO;2024-02-13 13:59;2024-02-13 14:58;12.95
ZIPAQUIRA - URBANO;2024-02-13 12:59;2024-02-13 13:58;9.76
ZIPAQUIRA - URBANO;2024-02-13 11:59;2024-02-13 12:58;12.18
ZIPAQUIRA - URBANO;2024-02-13 10:59;2024-02-13 11:58;21.17
ZIPAQUIRA - URBANO;2024-02-13 09:59;2024-02-13 10:58;26.25
ZIPAQUIRA - URBANO;2024-02-13 08:59;2024-02-13 09:58;25.03
ZIPAQUIRA - URBANO;2024-02-13 07:59;2024-02-13 08:58;63.64
ZIPAQUIRA - URBANO;2024-02-13 06:59;2024-02-13 07:58;86.59
ZIPAQUIRA - URBANO;2024-02-13 05:59;2024-02-13 06:58;75.29
ZIPAQUIRA - URBANO;2024-02-13 04:59;2024-02-13 05:58;32.78
ZIPAQUIRA - URBANO;2024-02-13 03:59;2024-02-13 04:58;39.45
ZIPAQUIRA - URBANO;2024-02-13 02:59;2024-02-13 03:58;25.96
ZIPAQUIRA - URBANO;2024-02-13 01:59;2024-02-13 02:58;26.24
ZIPAQUIRA - URBANO;2024-02-13 00:59;2024-02-13 01:58;19.73
ZIPAQUIRA - URBANO;2024-02-12 23:59;2024-02-13 00:58;16.07
ZIPAQUIRA - URBANO;2024-02-12 22:59;2024-02-12 23:58;16.23
ZIPAQUIRA - URBANO;2024-02-12 21:59;2024-02-12 22:58;17.39
ZIPAQUIRA - URBANO;2024-02-12 20:59;2024-02-12 21:58;19.9
ZIPAQUIRA - URBANO;2024-02-12 19:59;2024-02-12 20:58;18.97
ZIPAQUIRA - URBANO;2024-02-12 18:59;2024-02-12 19:58;19.41
ZIPAQUIRA - URBANO;2024-02-12 17:59;2024-02-12 18:58;17.43
ZIPAQUIRA - URBANO;2024-02-12 16:59;2024-02-12 17:58;14.8
ZIPAQUIRA - URBANO;2024-02-12 15:59;2024-02-12 16:58;9.44
ZIPAQUIRA - URBANO;2024-02-12 14:59;2024-02-12 15:58;7.76
ZIPAQUIRA - URBANO;2024-02-12 13:59;2024-02-12 14:58;7.44
ZIPAQUIRA - URBANO;2024-02-12 12:59;2024-02-12 13:58;7.92
ZIPAQUIRA - URBANO;2024-02-12 11:59;2024-02-12 12:58;8.85
ZIPAQUIRA - URBANO;2024-02-12 10:59;2024-02-12 11:58;9.95
ZIPAQUIRA - URBANO;2024-02-12 09:59;2024-02-12 10:58;12.11
ZIPAQUIRA - URBANO;2024-02-12 08:59;2024-02-12 09:58;27.83
ZIPAQUIRA - URBANO;2024-02-12 07:59;2024-02-12 08:58;58.95
ZIPAQUIRA - URBANO;2024-02-12 06:59;2024-02-12 07:58;60.99
ZIPAQUIRA - URBANO;2024-02-12 05:59;2024-02-12 06:58;40.05
ZIPAQUIRA - URBANO;2024-02-12 04:59;2024-02-12 05:58;20.36
ZIPAQUIRA - URBANO;2024-02-12 03:59;2024-02-12 04:58;17.52
ZIPAQUIRA - URBANO;2024-02-12 02:59;2024-02-12 03:58;19.42
ZIPAQUIRA - URBANO;2024-02-12 01:59;2024-02-12 02:58;14.84
ZIPAQUIRA - URBANO;2024-02-12 00:59;2024-02-12 01:58;14.57
ZIPAQUIRA - URBANO;2024-02-11 23:59;2024-02-12 00:58;13.78
ZIPAQUIRA - URBANO;2024-02-11 22:59;2024-02-11 23:58;12.77
ZIPAQUIRA - URBANO;2024-02-11 21:59;2024-02-11 22:58;12.82
ZIPAQUIRA - URBANO;2024-02-11 20:59;2024-02-11 21:58;14.68
ZIPAQUIRA - URBANO;2024-02-11 19:59;2024-02-11 20:58;10.88
ZIPAQUIRA - URBANO;2024-02-11 18:59;2024-02-11 19:58;12.1
ZIPAQUIRA - URBANO;2024-02-11 17:59;2024-02-11 18:58;13.04
ZIPAQUIRA - URBANO;2024-02-11 16:59;2024-02-11 17:58;9.38
ZIPAQUIRA - URBANO;2024-02-11 15:59;2024-02-11 16:58;4.82
ZIPAQUIRA - URBANO;2024-02-11 14:59;2024-02-11 15:58;6.55
ZIPAQUIRA - URBANO;2024-02-11 13:59;2024-02-11 14:58;4.99
ZIPAQUIRA - URBANO;2024-02-11 12:59;2024-02-11 13:58;5.17
ZIPAQUIRA - URBANO;2024-02-11 11:59;2024-02-11 12:58;4.93
ZIPAQUIRA - URBANO;2024-02-11 10:59;2024-02-11 11:58;5.76
ZIPAQUIRA - URBANO;2024-02-11 09:59;2024-02-11 10:58;6.86
ZIPAQUIRA - URBANO;2024-02-11 08:59;2024-02-11 09:58;13.14
ZIPAQUIRA - URBANO;2024-02-11 07:59;2024-02-11 08:58;31.43
ZIPAQUIRA - URBANO;2024-02-11 06:59;2024-02-11 07:58;27.03
ZIPAQUIRA - URBANO;2024-02-11 05:59;2024-02-11 06:58;19.95
ZIPAQUIRA - URBANO;2024-02-11 04:59;2024-02-11 05:58;18.77
ZIPAQUIRA - URBANO;2024-02-11 03:59;2024-02-11 04:58;16.71
ZIPAQUIRA - URBANO;2024-02-11 02:59;2024-02-11 03:58;6.89
ZIPAQUIRA - URBANO;2024-02-11 01:59;2024-02-11 02:58;10.89
ZIPAQUIRA - URBANO;2024-02-11 00:59;2024-02-11 01:58;15.4
ZIPAQUIRA - URBANO;2024-02-10 23:59;2024-02-11 00:58;6.99
ZIPAQUIRA - URBANO;2024-02-10 22:59;2024-02-10 23:58;4.62
ZIPAQUIRA - URBANO;2024-02-10 21:59;2024-02-10 22:58;8.84
ZIPAQUIRA - URBANO;2024-02-10 20:59;2024-02-10 21:58;12.99
ZIPAQUIRA - URBANO;2024-02-10 19:59;2024-02-10 20:58;11.63
ZIPAQUIRA - URBANO;2024-02-10 18:59;2024-02-10 19:58;13.76
ZIPAQUIRA - URBANO;2024-02-10 17:59;2024-02-10 18:58;10.63
ZIPAQUIRA - URBANO;2024-02-10 16:59;2024-02-10 17:58;9.39
ZIPAQUIRA - URBANO;2024-02-10 15:59;2024-02-10 16:58;8.03
ZIPAQUIRA - URBANO;2024-02-10 14:59;2024-02-10 15:58;4.68
ZIPAQUIRA - URBANO;2024-02-10 13:59;2024-02-10 14:58;7.89
ZIPAQUIRA - URBANO;2024-02-10 12:59;2024-02-10 13:58;8.51
ZIPAQUIRA - URBANO;2024-02-10 11:59;2024-02-10 12:58;10.04
ZIPAQUIRA - URBANO;2024-02-10 10:59;2024-02-10 11:58;9.34
ZIPAQUIRA - URBANO;2024-02-10 09:59;2024-02-10 10:58;12.75
ZIPAQUIRA - URBANO;2024-02-10 08:59;2024-02-10 09:58;10.07
ZIPAQUIRA - URBANO;2024-02-10 07:59;2024-02-10 08:58;11.56
ZIPAQUIRA - URBANO;2024-02-10 06:59;2024-02-10 07:58;17.43
ZIPAQUIRA - URBANO;2024-02-10 05:59;2024-02-10 06:58;15.58
ZIPAQUIRA - URBANO;2024-02-10 04:59;2024-02-10 05:58;15.24
ZIPAQUIRA - URBANO;2024-02-10 03:59;2024-02-10 04:58;12.01
ZIPAQUIRA - URBANO;2024-02-10 02:59;2024-02-10 03:58;6.16
ZIPAQUIRA - URBANO;2024-02-10 01:59;2024-02-10 02:58;6.97
ZIPAQUIRA - URBANO;2024-02-10 00:59;2024-02-10 01:58;7.16
ZIPAQUIRA - URBANO;2024-02-09 23:59;2024-02-10 00:58;6.8
ZIPAQUIRA - URBANO;2024-02-09 22:59;2024-02-09 23:58;11.64
ZIPAQUIRA - URBANO;2024-02-09 21:59;2024-02-09 22:58;8.97
ZIPAQUIRA - URBANO;2024-02-09 20:59;2024-02-09 21:58;9.84
ZIPAQUIRA - URBANO;2024-02-09 19:59;2024-02-09 20:58;12.62
ZIPAQUIRA - URBANO;2024-02-09 18:59;2024-02-09 19:58;12.12
ZIPAQUIRA - URBANO;2024-02-09 17:59;2024-02-09 18:58;11.61
ZIPAQUIRA - URBANO;2024-02-09 16:59;2024-02-09 17:58;10.66
ZIPAQUIRA - URBANO;2024-02-09 15:59;2024-02-09 16:58;9.69
ZIPAQUIRA - URBANO;2024-02-09 14:59;2024-02-09 15:58;11.5
ZIPAQUIRA - URBANO;2024-02-09 13:59;2024-02-09 14:58;6.37
ZIPAQUIRA - URBANO;2024-02-09 12:59;2024-02-09 13:58;16.33
ZIPAQUIRA - URBANO;2024-02-09 11:59;2024-02-09 12:58;15.61
ZIPAQUIRA - URBANO;2024-02-09 10:59;2024-02-09 11:58;12.36
ZIPAQUIRA - URBANO;2024-02-09 09:59;2024-02-09 10:58;11.49
ZIPAQUIRA - URBANO;2024-02-09 08:59;2024-02-09 09:58;9.75
ZIPAQUIRA - URBANO;2024-02-09 07:59;2024-02-09 08:58;11.11
ZIPAQUIRA - URBANO;2024-02-09 06:59;2024-02-09 07:58;9.8
ZIPAQUIRA - URBANO;2024-02-09 05:59;2024-02-09 06:58;9.99
ZIPAQUIRA - URBANO;2024-02-09 04:59;2024-02-09 05:58;13.9
ZIPAQUIRA - URBANO;2024-02-09 03:59;2024-02-09 04:58;19.64
ZIPAQUIRA - URBANO;2024-02-09 02:59;2024-02-09 03:58;11.71
ZIPAQUIRA - URBANO;2024-02-09 01:59;2024-02-09 02:58;17.49
ZIPAQUIRA - URBANO;2024-02-09 00:59;2024-02-09 01:58;14.86
ZIPAQUIRA - URBANO;2024-02-08 23:59;2024-02-09 00:58;13.66
ZIPAQUIRA - URBANO;2024-02-08 22:59;2024-02-08 23:58;16.85
ZIPAQUIRA - URBANO;2024-02-08 21:59;2024-02-08 22:58;24.68
ZIPAQUIRA - URBANO;2024-02-08 20:59;2024-02-08 21:58;14.64
ZIPAQUIRA - URBANO;2024-02-08 19:59;2024-02-08 20:58;22.91
ZIPAQUIRA - URBANO;2024-02-08 18:59;2024-02-08 19:58;19.91
ZIPAQUIRA - URBANO;2024-02-08 17:59;2024-02-08 18:58;18.9
ZIPAQUIRA - URBANO;2024-02-08 16:59;2024-02-08 17:58;10.9
ZIPAQUIRA - URBANO;2024-02-08 15:59;2024-02-08 16:58;11.86
ZIPAQUIRA - URBANO;2024-02-08 14:59;2024-02-08 15:58;11.51
ZIPAQUIRA - URBANO;2024-02-08 13:59;2024-02-08 14:58;13.36
ZIPAQUIRA - URBANO;2024-02-08 12:59;2024-02-08 13:58;12.6
ZIPAQUIRA - URBANO;2024-02-08 11:59;2024-02-08 12:58;10.61
ZIPAQUIRA - URBANO;2024-02-08 10:59;2024-02-08 11:58;14.4
ZIPAQUIRA - URBANO;2024-02-08 09:59;2024-02-08 10:58;11.4
ZIPAQUIRA - URBANO;2024-02-08 08:59;2024-02-08 09:58;42.51
ZIPAQUIRA - URBANO;2024-02-08 07:59;2024-02-08 08:58;32.89
ZIPAQUIRA - URBANO;2024-02-08 06:59;2024-02-08 07:58;38.0
ZIPAQUIRA - URBANO;2024-02-08 05:59;2024-02-08 06:58;44.86
ZIPAQUIRA - URBANO;2024-02-08 04:59;2024-02-08 05:58;48.27
ZIPAQUIRA - URBANO;2024-02-08 03:59;2024-02-08 04:58;19.27
ZIPAQUIRA - URBANO;2024-02-08 02:59;2024-02-08 03:58;22.23
ZIPAQUIRA - URBANO;2024-02-08 01:59;2024-02-08 02:58;22.1
ZIPAQUIRA - URBANO;2024-02-08 00:59;2024-02-08 01:58;11.41
ZIPAQUIRA - URBANO;2024-02-07 23:59;2024-02-08 00:58;9.96
ZIPAQUIRA - URBANO;2024-02-07 22:59;2024-02-07 23:58;15.92
ZIPAQUIRA - URBANO;2024-02-07 21:59;2024-02-07 22:58;18.3
ZIPAQUIRA - URBANO;2024-02-07 20:59;2024-02-07 21:58;20.7
ZIPAQUIRA - URBANO;2024-02-07 19:59;2024-02-07 20:58;11.7
ZIPAQUIRA - URBANO;2024-02-07 18:59;2024-02-07 19:58;20.53
ZIPAQUIRA - URBANO;2024-02-07 17:59;2024-02-07 18:58;17.9
ZIPAQUIRA - URBANO;2024-02-07 16:59;2024-02-07 17:58;10.38
ZIPAQUIRA - URBANO;2024-02-07 15:59;2024-02-07 16:58;8.82
ZIPAQUIRA - URBANO;2024-02-07 14:59;2024-02-07 15:58;10.25
ZIPAQUIRA - URBANO;2024-02-07 13:59;2024-02-07 14:58;6.3
ZIPAQUIRA - URBANO;2024-02-07 12:59;2024-02-07 13:58;8.58
ZIPAQUIRA - URBANO;2024-02-07 11:59;2024-02-07 12:58;8.09
ZIPAQUIRA - URBANO;2024-02-07 10:59;2024-02-07 11:58;7.1
ZIPAQUIRA - URBANO;2024-02-07 09:59;2024-02-07 10:58;7.94
ZIPAQUIRA - URBANO;2024-02-07 08:59;2024-02-07 09:58;9.41
ZIPAQUIRA - URBANO;2024-02-07 07:59;2024-02-07 08:58;19.36
ZIPAQUIRA - URBANO;2024-02-07 06:59;2024-02-07 07:58;19.04
ZIPAQUIRA - URBANO;2024-02-07 05:59;2024-02-07 06:58;19.34
ZIPAQUIRA - URBANO;2024-02-07 04:59;2024-02-07 05:58;13.07
ZIPAQUIRA - URBANO;2024-02-07 03:59;2024-02-07 04:58;20.57
ZIPAQUIRA - URBANO;2024-02-07 02:59;2024-02-07 03:58;27.39
ZIPAQUIRA - URBANO;2024-02-07 01:59;2024-02-07 02:58;22.63
ZIPAQUIRA - URBANO;2024-02-07 00:59;2024-02-07 01:58;19.54
ZIPAQUIRA - URBANO;2024-02-06 23:59;2024-02-07 00:58;21.17
ZIPAQUIRA - URBANO;2024-02-06 22:59;2024-02-06 23:58;17.97
ZIPAQUIRA - URBANO;2024-02-06 21:59;2024-02-06 22:58;17.39
ZIPAQUIRA - URBANO;2024-02-06 20:59;2024-02-06 21:58;18.08
ZIPAQUIRA - URBANO;2024-02-06 19:59;2024-02-06 20:58;14.48
ZIPAQUIRA - URBANO;2024-02-06 18:59;2024-02-06 19:58;14.14
ZIPAQUIRA - URBANO;2024-02-06 17:59;2024-02-06 18:58;12.39
ZIPAQUIRA - URBANO;2024-02-06 16:59;2024-02-06 17:58;13.63
ZIPAQUIRA - URBANO;2024-02-06 15:59;2024-02-06 16:58;10.2
ZIPAQUIRA - URBANO;2024-02-06 14:59;2024-02-06 15:58;8.4
ZIPAQUIRA - URBANO;2024-02-06 12:59;2024-02-06 13:58;6.74
ZIPAQUIRA - URBANO;2024-02-06 11:59;2024-02-06 12:58;12.36
ZIPAQUIRA - URBANO;2024-02-06 10:59;2024-02-06 11:58;17.74
ZIPAQUIRA - URBANO;2024-02-06 09:59;2024-02-06 10:58;14.29
ZIPAQUIRA - URBANO;2024-02-06 08:59;2024-02-06 09:58;8.98
ZIPAQUIRA - URBANO;2024-02-06 07:59;2024-02-06 08:58;15.74
ZIPAQUIRA - URBANO;2024-02-06 06:59;2024-02-06 07:58;21.46
ZIPAQUIRA - URBANO;2024-02-06 05:59;2024-02-06 06:58;11.76
ZIPAQUIRA - URBANO;2024-02-06 04:59;2024-02-06 05:58;12.4
ZIPAQUIRA - URBANO;2024-02-06 03:59;2024-02-06 04:58;13.25
ZIPAQUIRA - URBANO;2024-02-06 02:59;2024-02-06 03:58;15.0
ZIPAQUIRA - URBANO;2024-02-06 01:59;2024-02-06 02:58;16.39
ZIPAQUIRA - URBANO;2024-02-06 00:59;2024-02-06 01:58;19.32
ZIPAQUIRA - URBANO;2024-02-05 23:59;2024-02-06 00:58;11.56
ZIPAQUIRA - URBANO;2024-02-05 22:59;2024-02-05 23:58;11.48
ZIPAQUIRA - URBANO;2024-02-05 21:59;2024-02-05 22:58;11.19
ZIPAQUIRA - URBANO;2024-02-05 20:59;2024-02-05 21:58;9.93
ZIPAQUIRA - URBANO;2024-02-05 19:59;2024-02-05 20:58;9.64
ZIPAQUIRA - URBANO;2024-02-05 18:59;2024-02-05 19:58;7.05
ZIPAQUIRA - URBANO;2024-02-05 17:59;2024-02-05 18:58;4.67
ZIPAQUIRA - URBANO;2024-02-05 16:59;2024-02-05 17:58;6.81
ZIPAQUIRA - URBANO;2024-02-05 15:59;2024-02-05 16:58;7.04
ZIPAQUIRA - URBANO;2024-02-05 14:59;2024-02-05 15:58;8.32
ZIPAQUIRA - URBANO;2024-02-05 13:59;2024-02-05 14:58;14.66
ZIPAQUIRA - URBANO;2024-02-05 12:59;2024-02-05 13:58;8.69
ZIPAQUIRA - URBANO;2024-02-05 11:59;2024-02-05 12:58;12.56
ZIPAQUIRA - URBANO;2024-02-05 10:59;2024-02-05 11:58;13.61
ZIPAQUIRA - URBANO;2024-02-05 09:59;2024-02-05 10:58;10.75
ZIPAQUIRA - URBANO;2024-02-05 08:59;2024-02-05 09:58;16.3
ZIPAQUIRA - URBANO;2024-02-05 07:59;2024-02-05 08:58;13.99
ZIPAQUIRA - URBANO;2024-02-05 06:59;2024-02-05 07:58;14.4
ZIPAQUIRA - URBANO;2024-02-05 05:59;2024-02-05 06:58;11.91
ZIPAQUIRA - URBANO;2024-02-05 04:59;2024-02-05 05:58;16.15
ZIPAQUIRA - URBANO;2024-02-05 03:59;2024-02-05 04:58;9.16
ZIPAQUIRA - URBANO;2024-02-05 02:59;2024-02-05 03:58;8.53
ZIPAQUIRA - URBANO;2024-02-05 01:59;2024-02-05 02:58;4.94
ZIPAQUIRA - URBANO;2024-02-05 00:59;2024-02-05 01:58;5.96
ZIPAQUIRA - URBANO;2024-02-04 23:59;2024-02-05 00:58;9.04
ZIPAQUIRA - URBANO;2024-02-04 22:59;2024-02-04 23:58;12.83
ZIPAQUIRA - URBANO;2024-02-04 21:59;2024-02-04 22:58;11.95
ZIPAQUIRA - URBANO;2024-02-04 20:59;2024-02-04 21:58;12.4
ZIPAQUIRA - URBANO;2024-02-04 19:59;2024-02-04 20:58;10.68
ZIPAQUIRA - URBANO;2024-02-04 18:59;2024-02-04 19:58;9.17
ZIPAQUIRA - URBANO;2024-02-04 17:59;2024-02-04 18:58;8.34
ZIPAQUIRA - URBANO;2024-02-04 16:59;2024-02-04 17:58;6.31
ZIPAQUIRA - URBANO;2024-02-04 15:59;2024-02-04 16:58;5.47
ZIPAQUIRA - URBANO;2024-02-04 14:59;2024-02-04 15:58;5.05
ZIPAQUIRA - URBANO;2024-02-04 13:59;2024-02-04 14:58;6.02
ZIPAQUIRA - URBANO;2024-02-04 12:59;2024-02-04 13:58;6.27
ZIPAQUIRA - URBANO;2024-02-04 11:59;2024-02-04 12:58;4.74
ZIPAQUIRA - URBANO;2024-02-04 10:59;2024-02-04 11:58;7.03
ZIPAQUIRA - URBANO;2024-02-04 09:59;2024-02-04 10:58;8.58
ZIPAQUIRA - URBANO;2024-02-04 08:59;2024-02-04 09:58;16.49
ZIPAQUIRA - URBANO;2024-02-04 07:59;2024-02-04 08:58;13.81
ZIPAQUIRA - URBANO;2024-02-04 06:59;2024-02-04 07:58;10.97
ZIPAQUIRA - URBANO;2024-02-04 05:59;2024-02-04 06:58;9.19
ZIPAQUIRA - URBANO;2024-02-04 04:59;2024-02-04 05:58;4.01
