Estacion;Fecha inicial;Fecha final;PM10
ZIPAQUIRÁ - EFZ;2023-12-05 11:00;2023-12-05 11:59;118.86
ZIPAQUIRÁ - EFZ;2023-12-05 10:00;2023-12-05 10:59;137.92
ZIPAQUIRÁ - EFZ;2023-12-05 09:00;2023-12-05 09:59;149.39
ZIPAQUIRÁ - EFZ;2023-12-05 08:00;2023-12-05 08:59;101.32
ZIPAQUIRÁ - EFZ;2023-12-05 07:00;2023-12-05 07:59;58.46
ZIPAQUIRÁ - EFZ;2023-12-05 06:00;2023-12-05 06:59;31.64
ZIPAQUIRÁ - EFZ;2023-12-05 05:00;2023-12-05 05:59;33.0
ZIPAQUIRÁ - EFZ;2023-12-05 04:00;2023-12-05 04:59;71.95
ZIPAQUIRÁ - EFZ;2023-12-05 03:00;2023-12-05 03:59;53.49
ZIPAQUIRÁ - EFZ;2023-12-05 02:00;2023-12-05 02:59;50.19
ZIPAQUIRÁ - EFZ;2023-12-05 01:00;2023-12-05 01:59;76.4
ZIPAQUIRÁ - EFZ;2023-12-05 00:00;2023-12-05 00:59;51.41
ZIPAQUIRÁ - EFZ;2023-12-04 23:00;2023-12-04 23:59;40.38
ZIPAQUIRÁ - EFZ;2023-12-04 22:00;2023-12-04 22:59;37.54
ZIPAQUIRÁ - EFZ;2023-12-04 21:00;2023-12-04 21:59;39.33
ZIPAQUIRÁ - EFZ;2023-12-04 20:00;2023-12-04 20:59;69.36
ZIPAQUIRÁ - EFZ;2023-12-04 19:00;2023-12-04 19:59;109.71
ZIPAQUIRÁ - EFZ;2023-12-04 18:00;2023-12-04 18:59;78.92
ZIPAQUIRÁ - EFZ;2023-12-04 17:00;2023-12-04 17:59;84.98
ZIPAQUIRÁ - EFZ;2023-12-04 16:00;2023-12-04 16:59;59.48
ZIPAQUIRÁ - EFZ;2023-12-04 15:00;2023-12-04 15:59;40.69
ZIPAQUIRÁ - EFZ;2023-12-04 14:00;2023-12-04 14:59;15.06
ZIPAQUIRÁ - EFZ;2023-12-04 13:00;2023-12-04 13:59;22.09
ZIPAQUIRÁ - EFZ;2023-12-04 12:00;2023-12-04 12:59;20.65
ZIPAQUIRÁ - EFZ;2023-12-04 11:00;2023-12-04 11:59;51.75
ZIPAQUIRÁ - EFZ;2023-12-04 10:00;2023-12-04 10:59;27.51
ZIPAQUIRÁ - EFZ;2023-12-04 09:00;2023-12-04 09:59;38.01
ZIPAQUIRÁ - EFZ;2023-12-04 08:00;2023-12-04 08:59;74.69
ZIPAQUIRÁ - EFZ;2023-12-04 07:00;2023-12-04 07:59;50.35
ZIPAQUIRÁ - EFZ;2023-12-04 06:00;2023-12-04 06:59;51.83
ZIPAQUIRÁ - EFZ;2023-12-04 05:00;2023-12-04 05:59;34.24
ZIPAQUIRÁ - EFZ;2023-12-04 04:00;2023-12-04 04:59;25.53
ZIPAQUIRÁ - EFZ;2023-12-04 03:00;2023-12-04 03:59;36.48
ZIPAQUIRÁ - EFZ;2023-12-04 02:00;2023-12-04 02:59;29.18
ZIPAQUIRÁ - EFZ;2023-12-04 01:00;2023-12-04 01:59;29.07
ZIPAQUIRÁ - EFZ;2023-12-04 00:00;2023-12-04 00:59;25.36
ZIPAQUIRÁ - EFZ;2023-12-03 23:00;2023-12-03 23:59;25.69
ZIPAQUIRÁ - EFZ;2023-12-03 22:00;2023-12-03 22:59;25.73
ZIPAQUIRÁ - EFZ;2023-12-03 21:00;2023-12-03 21:59;23.53
ZIPAQUIRÁ - EFZ;2023-12-03 20:00;2023-12-03 20:59;22.35
ZIPAQUIRÁ - EFZ;2023-12-03 19:00;2023-12-03 19:59;28.79
ZIPAQUIRÁ - EFZ;2023-12-03 18:00;2023-12-03 18:59;24.02
ZIPAQUIRÁ - EFZ;2023-12-03 17:00;2023-12-03 17:59;23.09
ZIPAQUIRÁ - EFZ;2023-12-03 16:00;2023-12-03 16:59;12.66
ZIPAQUIRÁ - EFZ;2023-12-03 15:00;2023-12-03 15:59;10.73
ZIPAQUIRÁ - EFZ;2023-12-03 14:00;2023-12-03 14:59;20.9
ZIPAQUIRÁ - EFZ;2023-12-03 13:00;2023-12-03 13:59;19.29
ZIPAQUIRÁ - EFZ;2023-12-03 12:00;2023-12-03 12:59;25.42
ZIPAQUIRÁ - EFZ;2023-12-03 11:00;2023-12-03 11:59;38.21
ZIPAQUIRÁ - EFZ;2023-12-03 10:00;2023-12-03 10:59;42.28
ZIPAQUIRÁ - EFZ;2023-12-03 09:00;2023-12-03 09:59;55.59
ZIPAQUIRÁ - EFZ;2023-12-03 08:00;2023-12-03 08:59;51.06
ZIPAQUIRÁ - EFZ;2023-12-03 07:00;2023-12-03 07:59;63.83
ZIPAQUIRÁ - EFZ;2023-12-03 06:00;2023-12-03 06:59;68.42
ZIPAQUIRÁ - EFZ;2023-12-03 05:00;2023-12-03 05:59;51.52
ZIPAQUIRÁ - EFZ;2023-12-03 04:00;2023-12-03 04:59;36.63
ZIPAQUIRÁ - EFZ;2023-12-03 03:00;2023-12-03 03:59;25.61
ZIPAQUIRÁ - EFZ;2023-12-03 02:00;2023-12-03 02:59;31.31
ZIPAQUIRÁ - EFZ;2023-12-03 01:00;2023-12-03 01:59;27.4
ZIPAQUIRÁ - EFZ;2023-12-03 00:00;2023-12-03 00:59;22.85
ZIPAQUIRÁ - EFZ;2023-12-02 23:00;2023-12-02 23:59;24.18
ZIPAQUIRÁ - EFZ;2023-12-02 22:00;2023-12-02 22:59;25.39
ZIPAQUIRÁ - EFZ;2023-12-02 21:00;2023-12-02 21:59;28.45
ZIPAQUIRÁ - EFZ;2023-12-02 20:00;2023-12-02 20:59;36.56
ZIPAQUIRÁ - EFZ;2023-12-02 19:00;2023-12-02 19:59;26.93
ZIPAQUIRÁ - EFZ;2023-12-02 18:00;2023-12-02 18:59;25.74
ZIPAQUIRÁ - EFZ;2023-12-02 17:00;2023-12-02 17:59;15.54
ZIPAQUIRÁ - EFZ;2023-12-02 16:00;2023-12-02 16:59;9.52
ZIPAQUIRÁ - EFZ;2023-12-02 15:00;2023-12-02 15:59;10.35
ZIPAQUIRÁ - EFZ;2023-12-02 14:00;2023-12-02 14:59;11.92
ZIPAQUIRA - URBANO;2024-02-28 22:59;2024-02-28 23:58;25.49
ZIPAQUIRA - URBANO;2024-02-28 21:59;2024-02-28 22:58;26.15
ZIPAQUIRA - URBANO;2024-02-28 20:59;2024-02-28 21:58;26.69
ZIPAQUIRA - URBANO;2024-02-28 19:59;2024-02-28 20:58;22.59
ZIPAQUIRA - URBANO;2024-02-28 18:59;2024-02-28 19:58;20.45
ZIPAQUIRA - URBANO;2024-02-28 17:59;2024-02-28 18:58;30.05
ZIPAQUIRA - URBANO;2024-02-28 16:59;2024-02-28 17:58;20.57
ZIPAQUIRA - URBANO;2024-02-28 15:59;2024-02-28 16:58;16.54
ZIPAQUIRA - URBANO;2024-02-28 13:59;2024-02-28 14:58;14.1
ZIPAQUIRA - URBANO;2024-02-28 12:59;2024-02-28 13:58;14.16
ZIPAQUIRA - URBANO;2024-02-28 11:59;2024-02-28 12:58;12.1
ZIPAQUIRA - URBANO;2024-02-28 10:59;2024-02-28 11:58;10.49
ZIPAQUIRA - URBANO;2024-02-28 09:59;2024-02-28 10:58;12.01
ZIPAQUIRA - URBANO;2024-02-28 08:59;2024-02-28 09:58;15.71
ZIPAQUIRA - URBANO;2024-02-28 07:59;2024-02-28 08:58;17.42
ZIPAQUIRA - URBANO;2024-02-28 06:59;2024-02-28 07:58;23.69
ZIPAQUIRA - URBANO;2024-02-28 05:59;2024-02-28 06:58;31.06
ZIPAQUIRA - URBANO;2024-02-28 04:59;2024-02-28 05:58;21.64
ZIPAQUIRA - URBANO;2024-02-28 03:59;2024-02-28 04:58;22.57
ZIPAQUIRA - URBANO;2024-02-28 02:59;2024-02-28 03:58;30.23
ZIPAQUIRA - URBANO;2024-02-28 01:59;2024-02-28 02:58;29.06
ZIPAQUIRA - URBANO;2024-02-28 00:59;2024-02-28 01:58;27.73
ZIPAQUIRA - URBANO;2024-02-27 23:59;2024-02-28 00:58;25.48
ZIPAQUIRA - URBANO;2024-02-27 22:59;2024-02-27 23:58;26.62
ZIPAQUIRA - URBANO;2024-02-27 21:59;2024-02-27 22:58;30.85
ZIPAQUIRA - URBANO;2024-02-27 20:59;2024-02-27 21:58;20.38
ZIPAQUIRA - URBANO;2024-02-27 19:59;2024-02-27 20:58;16.28
ZIPAQUIRA - URBANO;2024-02-27 18:59;2024-02-27 19:58;16.45
ZIPAQUIRA - URBANO;2024-02-27 17:59;2024-02-27 18:58;20.85
ZIPAQUIRA - URBANO;2024-02-27 16:59;2024-02-27 17:58;21.53
ZIPAQUIRA - URBANO;2024-02-27 15:59;2024-02-27 16:58;15.27
ZIPAQUIRA - URBANO;2024-02-27 14:59;2024-02-27 15:58;22.19
ZIPAQUIRA - URBANO;2024-02-27 13:59;2024-02-27 14:58;19.39
ZIPAQUIRA - URBANO;2024-02-27 12:59;2024-02-27 13:58;17.71
ZIPAQUIRA - URBANO;2024-02-27 11:59;2024-02-27 12:58;20.19
ZIPAQUIRA - URBANO;2024-02-27 10:59;2024-02-27 11:58;19.78
ZIPAQUIRA - URBANO;2024-02-27 09:59;2024-02-27 10:58;23.59
ZIPAQUIRA - URBANO;2024-02-27 08:59;2024-02-27 09:58;32.66
ZIPAQUIRA - URBANO;2024-02-27 07:59;2024-02-27 08:58;34.47
ZIPAQUIRA - URBANO;2024-02-27 06:59;2024-02-27 07:58;52.55
ZIPAQUIRA - URBANO;2024-02-27 05:59;2024-02-27 06:58;30.22
ZIPAQUIRA - URBANO;2024-02-27 04:59;2024-02-27 05:58;24.79
ZIPAQUIRA - URBANO;2024-02-27 03:59;2024-02-27 04:58;24.68
ZIPAQUIRA - URBANO;2024-02-27 02:59;2024-02-27 03:58;19.8
ZIPAQUIRA - URBANO;2024-02-27 01:59;2024-02-27 02:58;20.6
ZIPAQUIRA - URBANO;2024-02-27 00:59;2024-02-27 01:58;23.58
ZIPAQUIRA - URBANO;2024-02-26 23:59;2024-02-27 00:58;23.87
ZIPAQUIRA - URBANO;2024-02-26 22:59;2024-02-26 23:58;25.07
ZIPAQUIRA - URBANO;2024-02-26 21:59;2024-02-26 22:58;26.47
ZIPAQUIRA - URBANO;2024-02-26 20:59;2024-02-26 21:58;22.98
ZIPAQUIRA - URBANO;2024-02-26 19:59;2024-02-26 20:58;24.47
ZIPAQUIRA - URBANO;2024-02-26 18:59;2024-02-26 19:58;22.13
ZIPAQUIRA - URBANO;2024-02-26 17:59;2024-02-26 18:58;19.27
ZIPAQUIRA - URBANO;2024-02-26 16:59;2024-02-26 17:58;13.61
ZIPAQUIRA - URBANO;2024-02-26 15:59;2024-02-26 16:58;13.46
ZIPAQUIRA - URBANO;2024-02-26 14:59;2024-02-26 15:58;14.15
ZIPAQUIRA - URBANO;2024-02-26 13:59;2024-02-26 14:58;15.4
ZIPAQUIRA - URBANO;2024-02-26 12:59;2024-02-26 13:58;14.56
ZIPAQUIRA - URBANO;2024-02-26 11:59;2024-02-26 12:58;14.52
ZIPAQUIRA - URBANO;2024-02-26 10:59;2024-02-26 11:58;15.15
ZIPAQUIRA - URBANO;2024-02-26 09:59;2024-02-26 10:58;18.99
ZIPAQUIRA - URBANO;2024-02-26 08:59;2024-02-26 09:58;25.29
ZIPAQUIRA - URBANO;2024-02-26 07:59;2024-02-26 08:58;36.9
ZIPAQUIRA - URBANO;2024-02-26 06:59;2024-02-26 07:58;39.02
ZIPAQUIRA - URBANO;2024-02-26 05:59;2024-02-26 06:58;39.14
ZIPAQUIRA - URBANO;2024-02-26 04:59;2024-02-26 05:58;25.62
ZIPAQUIRA - URBANO;2024-02-26 03:59;2024-02-26 04:58;22.18
ZIPAQUIRA - URBANO;2024-02-26 02:59;2024-02-26 03:58;18.31
ZIPAQUIRA - URBANO;2024-02-26 01:59;2024-02-26 02:58;15.4
ZIPAQUIRA - URBANO;2024-02-26 00:59;2024-02-26 01:58;15.05
ZIPAQUIRA - URBANO;2024-02-25 23:59;2024-02-26 00:58;17.56
ZIPAQUIRA - URBANO;2024-02-25 22:59;2024-02-25 23:58;21.58
ZIPAQUIRA - URBANO;2024-02-25 21:59;2024-02-25 22:58;22.82
ZIPAQUIRA - URBANO;2024-02-25 20:59;2024-02-25 21:58;17.07
ZIPAQUIRA - URBANO;2024-02-25 19:59;2024-02-25 20:58;18.11
ZIPAQUIRA - URBANO;2024-02-25 18:59;2024-02-25 19:58;15.21
ZIPAQUIRA - URBANO;2024-02-25 17:59;2024-02-25 18:58;12.22
ZIPAQUIRA - URBANO;2024-02-25 16:59;2024-02-25 17:58;13.22
ZIPAQUIRA - URBANO;2024-02-25 15:59;2024-02-25 16:58;14.83
ZIPAQUIRA - URBANO;2024-02-25 14:59;2024-02-25 15:58;12.81
ZIPAQUIRA - URBANO;2024-02-25 13:59;2024-02-25 14:58;11.6
ZIPAQUIRA - URBANO;2024-02-25 12:59;2024-02-25 13:58;11.05
ZIPAQUIRA - URBANO;2024-02-25 11:59;2024-02-25 12:58;9.07
ZIPAQUIRA - URBANO;2024-02-25 10:59;2024-02-25 11:58;9.08
ZIPAQUIRA - URBANO;2024-02-25 09:59;2024-02-25 10:58;14.16
ZIPAQUIRA - URBANO;2024-02-25 08:59;2024-02-25 09:58;23.77
ZIPAQUIRA - URBANO;2024-02-25 07:59;2024-02-25 08:58;36.5
ZIPAQUIRA - URBANO;2024-02-25 06:59;2024-02-25 07:58;38.72
ZIPAQUIRA - URBANO;2024-02-25 05:59;2024-02-25 06:58;27.82
ZIPAQUIRA - URBANO;2024-02-25 04:59;2024-02-25 05:58;26.36
ZIPAQUIRA - URBANO;2024-02-25 03:59;2024-02-25 04:58;28.09
ZIPAQUIRA - URBANO;2024-02-25 02:59;2024-02-25 03:58;26.63
ZIPAQUIRA - URBANO;2024-02-25 01:59;2024-02-25 02:58;20.31
ZIPAQUIRA - URBANO;2024-02-25 00:59;2024-02-25 01:58;18.33
ZIPAQUIRA - URBANO;2024-02-24 23:59;2024-02-25 00:58;18.1
ZIPAQUIRA - URBANO;2024-02-24 22:59;2024-02-24 23:58;17.01
ZIPAQUIRA - URBANO;2024-02-24 21:59;2024-02-24 22:58;18.88
ZIPAQUIRA - URBANO;2024-02-24 20:59;2024-02-24 21:58;17.62
ZIPAQUIRA - URBANO;2024-02-24 19:59;2024-02-24 20:58;19.44
ZIPAQUIRA - URBANO;2024-02-24 18:59;2024-02-24 19:58;15.93
ZIPAQUIRA - URBANO;2024-02-24 17:59;2024-02-24 18:58;17.59
ZIPAQUIRA - URBANO;2024-02-24 16:59;2024-02-24 17:58;14.74
ZIPAQUIRA - URBANO;2024-02-24 15:59;2024-02-24 16:58;15.07
ZIPAQUIRA - URBANO;2024-02-24 14:59;2024-02-24 15:58;16.46
ZIPAQUIRA - URBANO;2024-02-24 13:59;2024-02-24 14:58;15.9
ZIPAQUIRA - URBANO;2024-02-24 12:59;2024-02-24 13:58;12.74
ZIPAQUIRA - URBANO;2024-02-24 11:59;2024-02-24 12:58;15.88
ZIPAQUIRA - URBANO;2024-02-24 10:59;2024-02-24 11:58;17.34
ZIPAQUIRA - URBANO;2024-02-24 09:59;2024-02-24 10:58;20.07
ZIPAQUIRA - URBANO;2024-02-24 08:59;2024-02-24 09:58;31.02
ZIPAQUIRA - URBANO;2024-02-24 07:59;2024-02-24 08:58;42.53
ZIPAQUIRA - URBANO;2024-02-24 06:59;2024-02-24 07:58;56.09
ZIPAQUIRA - URBANO;2024-02-24 05:59;2024-02-24 06:58;29.42
ZIPAQUIRA - URBANO;2024-02-24 04:59;2024-02-24 05:58;27.24
ZIPAQUIRA - URBANO;2024-02-24 03:59;2024-02-24 04:58;29.28
ZIPAQUIRA - URBANO;2024-02-24 02:59;2024-02-24 03:58;28.71
ZIPAQUIRA - URBANO;2024-02-24 01:59;2024-02-24 02:58;30.41
ZIPAQUIRA - URBANO;2024-02-24 00:59;2024-02-24 01:58;31.47
ZIPAQUIRA - URBANO;2024-02-23 23:59;2024-02-24 00:58;30.47
ZIPAQUIRA - URBANO;2024-02-23 22:59;2024-02-23 23:58;21.54
ZIPAQUIRA - URBANO;2024-02-23 21:59;2024-02-23 22:58;25.54
ZIPAQUIRA - URBANO;2024-02-23 20:59;2024-02-23 21:58;19.24
ZIPAQUIRA - URBANO;2024-02-23 19:59;2024-02-23 20:58;24.65
ZIPAQUIRA - URBANO;2024-02-23 18:59;2024-02-23 19:58;21.76
ZIPAQUIRA - URBANO;2024-02-23 17:59;2024-02-23 18:58;15.54
ZIPAQUIRA - URBANO;2024-02-23 16:59;2024-02-23 17:58;12.95
ZIPAQUIRA - URBANO;2024-02-23 15:59;2024-02-23 16:58;11.47
ZIPAQUIRA - URBANO;2024-02-23 14:59;2024-02-23 15:58;11.62
ZIPAQUIRA - URBANO;2024-02-23 13:59;2024-02-23 14:58;14.31
ZIPAQUIRA - URBANO;2024-02-23 12:59;2024-02-23 13:58;11.57
ZIPAQUIRA - URBANO;2024-02-23 11:59;2024-02-23 12:58;9.95
ZIPAQUIRA - URBANO;2024-02-23 10:59;2024-02-23 11:58;11.44
ZIPAQUIRA - URBANO;2024-02-23 09:59;2024-02-23 10:58;15.7
ZIPAQUIRA - URBANO;2024-02-23 08:59;2024-02-23 09:58;27.01
ZIPAQUIRA - URBANO;2024-02-23 07:59;2024-02-23 08:58;49.41
ZIPAQUIRA - URBANO;2024-02-23 06:59;2024-02-23 07:58;67.51
ZIPAQUIRA - URBANO;2024-02-23 05:59;2024-02-23 06:58;31.29
ZIPAQUIRA - URBANO;2024-02-23 04:59;2024-02-23 05:58;16.25
ZIPAQUIRA - URBANO;2024-02-23 03:59;2024-02-23 04:58;7.8
ZIPAQUIRA - URBANO;2024-02-23 02:59;2024-02-23 03:58;7.39
ZIPAQUIRA - URBANO;2024-02-23 01:59;2024-02-23 02:58;8.28
ZIPAQUIRA - URBANO;2024-02-23 00:59;2024-02-23 01:58;8.04
ZIPAQUIRA - URBANO;2024-02-22 23:59;2024-02-23 00:58;8.38
ZIPAQUIRA - URBANO;2024-02-22 22:59;2024-02-22 23:58;9.31
ZIPAQUIRA - URBANO;2024-02-22 21:59;2024-02-22 22:58;9.63
ZIPAQUIRA - URBANO;2024-02-22 20:59;2024-02-22 21:58;8.42
ZIPAQUIRA - URBANO;2024-02-22 19:59;2024-02-22 20:58;14.01
ZIPAQUIRA - URBANO;2024-02-22 18:59;2024-02-22 19:58;13.15
ZIPAQUIRA - URBANO;2024-02-22 17:59;2024-02-22 18:58;5.24
ZIPAQUIRA - URBANO;2024-02-22 16:59;2024-02-22 17:58;5.85
ZIPAQUIRA - URBANO;2024-02-22 15:59;2024-02-22 16:58;5.04
ZIPAQUIRA - URBANO;2024-02-22 14:59;2024-02-22 15:58;5.47
ZIPAQUIRA - URBANO;2024-02-22 13:59;2024-02-22 14:58;4.55
ZIPAQUIRA - URBANO;2024-02-22 12:59;2024-02-22 13:58;4.29
ZIPAQUIRA - URBANO;2024-02-22 11:59;2024-02-22 12:58;3.76
ZIPAQUIRA - URBANO;2024-02-22 10:59;2024-02-22 11:58;5.04
ZIPAQUIRA - URBANO;2024-02-22 09:59;2024-02-22 10:58;17.13
ZIPAQUIRA - URBANO;2024-02-22 08:59;2024-02-22 09:58;42.38
ZIPAQUIRA - URBANO;2024-02-22 07:59;2024-02-22 08:58;57.34
ZIPAQUIRA - URBANO;2024-02-22 06:59;2024-02-22 07:58;72.09
ZIPAQUIRA - URBANO;2024-02-22 05:59;2024-02-22 06:58;72.0
ZIPAQUIRA - URBANO;2024-02-22 04:59;2024-02-22 05:58;43.56
ZIPAQUIRA - URBANO;2024-02-22 03:59;2024-02-22 04:58;26.47
ZIPAQUIRA - URBANO;2024-02-22 02:59;2024-02-22 03:58;26.09
ZIPAQUIRA - URBANO;2024-02-22 01:59;2024-02-22 02:58;31.88
ZIPAQUIRA - URBANO;2024-02-22 00:59;2024-02-22 01:58;18.52
ZIPAQUIRA - URBANO;2024-02-21 23:59;2024-02-22 00:58;22.88
ZIPAQUIRA - URBANO;2024-02-21 22:59;2024-02-21 23:58;40.18
ZIPAQUIRA - URBANO;2024-02-21 21:59;2024-02-21 22:58;20.33
ZIPAQUIRA - URBANO;2024-02-21 20:59;2024-02-21 21:58;12.13
ZIPAQUIRA - URBANO;2024-02-21 19:59;2024-02-21 20:58;14.19
ZIPAQUIRA - URBANO;2024-02-21 18:59;2024-02-21 19:58;13.19
ZIPAQUIRA - URBANO;2024-02-21 17:59;2024-02-21 18:58;11.94
ZIPAQUIRA - URBANO;2024-02-21 16:59;2024-02-21 17:58;8.88
ZIPAQUIRA - URBANO;2024-02-21 15:59;2024-02-21 16:58;8.86
ZIPAQUIRA - URBANO;2024-02-21 14:59;2024-02-21 15:58;8.74
ZIPAQUIRA - URBANO;2024-02-21 13:59;2024-02-21 14:58;8.72
ZIPAQUIRA - URBANO;2024-02-21 12:59;2024-02-21 13:58;7.84
ZIPAQUIRA - URBANO;2024-02-21 11:59;2024-02-21 12:58;8.9
ZIPAQUIRA - URBANO;2024-02-21 10:59;2024-02-21 11:58;7.2
ZIPAQUIRA - URBANO;2024-02-21 09:59;2024-02-21 10:58;21.91
ZIPAQUIRA - URBANO;2024-02-21 08:59;2024-02-21 09:58;47.77
ZIPAQUIRA - URBANO;2024-02-21 07:59;2024-02-21 08:58;59.96
ZIPAQUIRA - URBANO;2024-02-21 06:59;2024-02-21 07:58;81.76
ZIPAQUIRA - URBANO;2024-02-21 05:59;2024-02-21 06:58;68.01
ZIPAQUIRA - URBANO;2024-02-21 04:59;2024-02-21 05:58;46.71
ZIPAQUIRA - URBANO;2024-02-21 03:59;2024-02-21 04:58;18.28
ZIPAQUIRA - URBANO;2024-02-21 02:59;2024-02-21 03:58;16.07
ZIPAQUIRA - URBANO;2024-02-21 01:59;2024-02-21 02:58;15.62
ZIPAQUIRA - URBANO;2024-02-21 00:59;2024-02-21 01:58;16.63
ZIPAQUIRA - URBANO;2024-02-20 23:59;2024-02-21 00:58;17.16
ZIPAQUIRA - URBANO;2024-02-20 22:59;2024-02-20 23:58;8.12
ZIPAQUIRA - URBANO;2024-02-20 21:59;2024-02-20 22:58;8.98
ZIPAQUIRA - URBANO;2024-02-20 20:59;2024-02-20 21:58;11.11
ZIPAQUIRA - URBANO;2024-02-20 19:59;2024-02-20 20:58;8.89
ZIPAQUIRA - URBANO;2024-02-20 18:59;2024-02-20 19:58;8.54
ZIPAQUIRA - URBANO;2024-02-20 17:59;2024-02-20 18:58;10.66
ZIPAQUIRA - URBANO;2024-02-20 16:59;2024-02-20 17:58;7.37
ZIPAQUIRA - URBANO;2024-02-20 15:59;2024-02-20 16:58;7.87
ZIPAQUIRA - URBANO;2024-02-20 14:59;2024-02-20 15:58;8.18
ZIPAQUIRA - URBANO;2024-02-20 13:59;2024-02-20 14:58;11.81
ZIPAQUIRA - URBANO;2024-02-20 12:59;2024-02-20 13:58;12.33
ZIPAQUIRA - URBANO;2024-02-20 11:59;2024-02-20 12:58;13.13
ZIPAQUIRA - URBANO;2024-02-20 10:59;2024-02-20 11:58;21.61
ZIPAQUIRA - URBANO;2024-02-20 09:59;2024-02-20 10:58;27.17
ZIPAQUIRA - URBANO;2024-02-20 08:59;2024-02-20 09:58;23.39
ZIPAQUIRA - URBANO;2024-02-20 07:59;2024-02-20 08:58;41.02
ZIPAQUIRA - URBANO;2024-02-20 06:59;2024-02-20 07:58;60.71
ZIPAQUIRA - URBANO;2024-02-20 05:59;2024-02-20 06:58;44.38
ZIPAQUIRA - URBANO;2024-02-20 04:59;2024-02-20 05:58;37.42
ZIPAQUIRA - URBANO;2024-02-20 03:59;2024-02-20 04:58;21.11
ZIPAQUIRA - URBANO;2024-02-20 02:59;2024-02-20 03:58;17.41
ZIPAQUIRA - URBANO;2024-02-20 01:59;2024-02-20 02:58;13.94
ZIPAQUIRA - URBANO;2024-02-20 00:59;2024-02-20 01:58;12.88
ZIPAQUIRA - URBANO;2024-02-19 23:59;2024-02-20 00:58;16.48
ZIPAQUIRA - URBANO;2024-02-19 22:59;2024-02-19 23:58;11.93
ZIPAQUIRA - URBANO;2024-02-19 21:59;2024-02-19 22:58;10.91
ZIPAQUIRA - URBANO;2024-02-19 20:59;2024-02-19 21:58;10.97
ZIPAQUIRA - URBANO;2024-02-19 19:59;2024-02-19 20:58;13.34
ZIPAQUIRA - URBANO;2024-02-19 18:59;2024-02-19 19:58;10.94
ZIPAQUIRA - URBANO;2024-02-19 17:59;2024-02-19 18:58;10.1
ZIPAQUIRA - URBANO;2024-02-19 15:59;2024-02-19 16:58;12.23
ZIPAQUIRA - URBANO;2024-02-19 14:59;2024-02-19 15:58;11.69
ZIPAQUIRA - URBANO;2024-02-19 13:59;2024-02-19 14:58;13.6
ZIPAQUIRA - URBANO;2024-02-19 12:59;2024-02-19 13:58;14.32
ZIPAQUIRA - URBANO;2024-02-19 11:59;2024-02-19 12:58;16.68
ZIPAQUIRA - URBANO;2024-02-19 10:59;2024-02-19 11:58;18.3
ZIPAQUIRA - URBANO;2024-02-19 09:59;2024-02-19 10:58;19.36
ZIPAQUIRA - URBANO;2024-02-19 08:59;2024-02-19 09:58;37.9
ZIPAQUIRA - URBANO;2024-02-19 07:59;2024-02-19 08:58;63.31
ZIPAQUIRA - URBANO;2024-02-19 06:59;2024-02-19 07:58;89.49
ZIPAQUIRA - URBANO;2024-02-19 05:59;2024-02-19 06:58;52.11
ZIPAQUIRA - URBANO;2024-02-19 04:59;2024-02-19 05:58;36.62
ZIPAQUIRA - URBANO;2024-02-19 03:59;2024-02-19 04:58;22.49
ZIPAQUIRA - URBANO;2024-02-19 02:59;2024-02-19 03:58;19.66
ZIPAQUIRA - URBANO;2024-02-19 01:59;2024-02-19 02:58;20.19
ZIPAQUIRA - URBANO;2024-02-19 00:59;2024-02-19 01:58;13.29
ZIPAQUIRA - URBANO;2024-02-18 23:59;2024-02-19 00:58;11.48
ZIPAQUIRA - URBANO;2024-02-18 22:59;2024-02-18 23:58;16.58
ZIPAQUIRA - URBANO;2024-02-18 21:59;2024-02-18 22:58;15.99
ZIPAQUIRA - URBANO;2024-02-18 20:59;2024-02-18 21:58;16.25
ZIPAQUIRA - URBANO;2024-02-18 19:59;2024-02-18 20:58;15.33
ZIPAQUIRA - URBANO;2024-02-18 18:59;2024-02-18 19:58;13.95
ZIPAQUIRA - URBANO;2024-02-18 17:59;2024-02-18 18:58;13.73
ZIPAQUIRA - URBANO;2024-02-18 16:59;2024-02-18 17:58;11.15
ZIPAQUIRA - URBANO;2024-02-18 15:59;2024-02-18 16:58;8.36
ZIPAQUIRA - URBANO;2024-02-18 14:59;2024-02-18 15:58;8.4
ZIPAQUIRA - URBANO;2024-02-18 13:59;2024-02-18 14:58;7.89
ZIPAQUIRA - URBANO;2024-02-18 12:59;2024-02-18 13:58;7.95
ZIPAQUIRA - URBANO;2024-02-18 11:59;2024-02-18 12:58;7.43
ZIPAQUIRA - URBANO;2024-02-18 10:59;2024-02-18 11:58;7.71
ZIPAQUIRA - URBANO;2024-02-18 09:59;2024-02-18 10:58;9.46
ZIPAQUIRA - URBANO;2024-02-18 08:59;2024-02-18 09:58;23.13
ZIPAQUIRA - URBANO;2024-02-18 07:59;2024-02-18 08:58;24.2
ZIPAQUIRA - URBANO;2024-02-18 06:59;2024-02-18 07:58;27.78
ZIPAQUIRA - URBANO;2024-02-18 05:59;2024-02-18 06:58;28.66
ZIPAQUIRA - URBANO;2024-02-18 04:59;2024-02-18 05:58;26.85
ZIPAQUIRA - URBANO;2024-02-18 03:59;2024-02-18 04:58;25.15
ZIPAQUIRA - URBANO;2024-02-18 02:59;2024-02-18 03:58;23.85
