Fecha;PM10;PM2.5;NO;NO2;NOX;CO;SO2;OZONO;Vel Viento 10M;Dir Viento 10M;Temperatura;Presion Baro;Rad Solar;Precipitacion;HR
14/02/2024 3:00;38;23;3,3;14,3;17,6;0,21;0;4,8;0,8;313;12,1;565;0;0;80,76
14/02/2024 4:00;37;17;10,9;13,9;24,8;0,21;0;4,9;1,1;102;11,7;564;0;0;80,59
14/02/2024 5:00;31;15;7,5;11,4;18,9;0,19;0;8,9;1,8;92;12,1;564;0;0;79
14/02/2024 6:00;34;19;11,9;16,9;28,8;0,32;0;5,9;1,3;82;11,9;565;0;0;75,07
14/02/2024 7:00;55;29;47,4;26,4;73,8;0,73;0;1;0,9;50;11,3;565;10;0;77,33
14/02/2024 8:00;41;20;18,7;14,9;33,6;0,42;0;9,3;1,1;104;15,7;566;177;0;70,95
14/02/2024 9:00;36;18;5,9;5;10,9;0,23;0;14;1,7;101;19;566;434;0;52,83
14/02/2024 10:00;31;10;6,1;4,1;10,2;0,22;0;13,9;2,6;80;19,7;566;614;0;47,67
14/02/2024 11:00;33;12;5,9;4,4;10,3;0,22;0;13,9;2,6;87;19,5;566;533;0;46,68
14/02/2024 12:00;29;13;4,8;3,8;8,6;0,21;0;13,8;2,2;102;20,3;565;424;0;45,05
14/02/2024 13:00;38;10;4,8;4,7;9,5;0,23;0;14;2;130;20,1;565;364;0;45,83
14/02/2024 14:00;25;11;4;3;7;0,22;0;13,8;2,4;96;21,5;564;496;0;43,06
14/02/2024 15:00;34;19;7,6;6;13,6;0,3;0;12,2;2,8;46;20,3;564;302;0;46,16
14/02/2024 16:00;32;12;13;9,1;22,1;0,32;0;10;3,6;71;19,8;564;365;0;50,39
14/02/2024 17:00;39;16;10,8;9,6;20,5;0,41;0;9,8;3,7;70;16,2;564;68;0;58,21
14/02/2024 18:00;46;29;13,5;11,7;25,3;0,4;0;8,4;3,4;65;15,4;564;16;0;63,29
14/02/2024 19:00;38;18;8,7;10,8;19,5;0,42;0;8,2;2,5;78;15;565;0;0;64,68
14/02/2024 20:00;40;13;9,3;13;22,4;0,33;0;6,4;1,8;77;14,5;565;0;0;64,71
14/02/2024 21:00;34;17;8,7;12,1;20,8;0,29;0;7,2;2;72;14;565;0;0;65,25
14/02/2024 22:00;39;16;7,4;14,3;21,7;0,32;0;5,3;0,8;283;13,6;566;0;0;66,97
14/02/2024 23:00;24;12;3,9;12,1;16;0,27;0;6,8;0,9;103;13,5;566;0;0;68,35
15/02/2024 0:00;25;13;5,3;9,6;14,9;0,26;0;7,9;0,5;157;13,6;566;0;0;69,98
15/02/2024 1:00;34;18;13;19,4;32,3;0,3;0;1,8;0,5;170;12;565;0;0;73,41
15/02/2024 2:00;29;17;2,8;9,5;12,3;0,21;0;7,7;0,8;110;12,5;565;0;0;78,17
15/02/2024 3:00;27;14;1,4;5;6,3;0,2;0;10,1;1;88;13;564;0;0;75,19
15/02/2024 4:00;37;16;3;9,4;12,4;0,2;0;8;1;82;13;564;0;0;74,29
15/02/2024 5:00;36;20;9,6;15,3;25;0,26;0;6,8;1,6;86;13,3;565;0;0;73,55
15/02/2024 6:00;34;21;11,9;17,1;29,1;0,36;0;6,5;1,5;92;13,2;565;0;0;74,15
15/02/2024 7:00;37;20;11,7;18,6;30,3;0,48;0;6;1,1;20;13,1;565;9;0;75,31
15/02/2024 8:00;39;14;13,3;17,7;31;0,47;0;6,2;1,3;163;14,3;566;55;0;72,56
15/02/2024 9:00;29;12;9,3;11,4;20,6;0,34;0;9,5;1,3;100;15,6;566;90;0;66,62
15/02/2024 10:00;28;13;6,9;8;14,9;0,28;0;11;2,2;85;16,2;566;173;0;63,81
15/02/2024 11:00;31;14;5,1;4,8;9,9;0,26;0;12,1;2,5;61;18,4;566;357;0;58,93
15/02/2024 12:00;23;9;3,3;2,8;6,1;0,23;0;12,7;1,8;56;20,1;566;337;0;50,71
15/02/2024 13:00;21;14;4,5;3,2;7,7;0,25;0;11,7;2,9;55;19,7;565;301;0;50,83
15/02/2024 14:00;23;10;5,7;5,1;10,7;0,28;0;10,6;2,3;86;18,7;565;155;0;54
15/02/2024 15:00;37;9;4,8;4,9;9,7;0,25;0;11;1,5;114;20,5;564;305;0;50,99
15/02/2024 16:00;42;18;10,5;8,6;19,1;0,47;0;8,8;2,7;50;20;564;183;0;49,22
15/02/2024 17:00;24;13;9,4;8,1;17,6;0,32;0;9,2;2,2;93;19,8;564;162;0;54,68
15/02/2024 18:00;30;10;8,6;9,9;18,5;0,34;0;8,3;2;94;18,4;564;60;0;52,94
15/02/2024 19:00;27;14;9,9;12,8;22,7;0,37;0;6,9;1,8;101;16,4;564;0;0;59,55
15/02/2024 20:00;43;18;8,7;13,9;22,6;0,35;0;6;1,4;98;15,5;565;0;0;65,75
15/02/2024 21:00;26;12;5,5;11,9;17,3;0,29;0;6,2;1;145;14,1;565;0;0;68,62
15/02/2024 22:00;25;11;3,9;11,3;15,2;0,29;0;6,4;1;70;13,4;566;0;0;75
15/02/2024 23:00;24;8;3,6;14,5;18,1;0,31;0;3,2;0,6;332;13,2;566;0;0;77,29
16/02/2024 0:00;32;9;3,7;13;16,8;0,27;0;4,9;0,8;269;14,2;566;0;0;75,8
16/02/2024 1:00;31;14;2,6;8,5;11,1;0,22;0;7;0,9;41;14,1;565;0;0;74,61
16/02/2024 2:00;27;11;1,6;9,6;11,1;0,24;0;6,1;0,9;313;13,5;564;0;0;75,21
16/02/2024 3:00;22;12;2,7;15,7;18,4;0,3;0;0,9;0,5;297;12,3;564;0;0;78,69
16/02/2024 4:00;20;12;3,8;15,4;19,2;0,29;0;0,3;0,4;306;12,6;564;0;0;79,55
16/02/2024 5:00;32;16;13,1;16,2;29,3;0,27;0;2,3;0,5;303;13,2;564;0;0;79,24
16/02/2024 6:00;33;20;21,2;18,2;39,4;0,38;0;3;1,3;100;13,5;564;0;0;78,42
16/02/2024 7:00;35;20;26,7;20,6;47,4;0,63;0;2;1;91;13,2;564;7;0;79,31
16/02/2024 8:00;42;19;23,6;15,9;39,5;0,52;0;5;1,1;103;15,7;565;97;0;75,44
16/02/2024 9:00;39;7;10,2;8,4;18,6;0,31;0;8,1;1,7;121;17,9;565;231;0;63,26
16/02/2024 10:00;19;6;6,7;4,7;11,4;0,26;0;9,5;2,7;106;17,9;565;243;0;60,42
16/02/2024 11:00;36;7;6,1;5,3;11,3;0,26;0;8,8;1,9;129;18,2;565;162;0;60,52
16/02/2024 12:00;31;7;6,8;6,1;12,9;0,28;0;9,1;2,5;167;19,4;565;251;0;56,93
16/02/2024 13:00;38;7;5,1;4,3;9,3;0,27;0;10,5;4,3;175;19,4;564;427;0;56,13
16/02/2024 14:00;30;7;5,1;3,2;8,3;0,26;0;10,8;4,2;170;20,4;564;589;0;51,98
16/02/2024 15:00;30;9;6,2;5,3;11,5;0,28;0;9,9;4;177;20,2;563;438;0;53,57
16/02/2024 16:00;27;9;7,5;6,1;13,6;0,3;0;9,5;2,2;136;21,1;563;311;0;51,89
16/02/2024 17:00;25;13;7,9;7,3;15,2;0,33;0;8,1;2;109;19,9;563;136;0;52,67
16/02/2024 18:00;16;9;9,4;10,5;20;0,38;0;6,5;1,7;98;17,7;563;29;0;60,03
16/02/2024 19:00;21;6;5,1;10,4;15,5;0,32;0;7;1,1;162;16,2;564;0;0;66,16
16/02/2024 20:00;14;5;1,9;5,8;7,7;0,26;0;8,3;1;160;15,6;564;0;0;70,01
16/02/2024 21:00;20;4;2,4;7,3;9,7;0,27;0;7,5;1,1;102;14,8;565;0;0;72,67
16/02/2024 22:00;18;4;4,9;9,8;14,7;0,31;0;6,9;1,1;103;14,9;565;0;0;73,21
16/02/2024 23:00;21;12;10,7;18,4;29,1;0,4;0;2,6;0,7;53;14,2;565;0;0;73,94
17/02/2024 0:00;15;7;2;9,7;11,7;0,26;0;7;0,7;316;14,2;565;0;0;73,6
17/02/2024 1:00;14;5;3,6;10,8;14,4;0,25;0;6,2;0,7;258;14,1;565;0;0;73,4
17/02/2024 2:00;16;4;2;6,6;8,5;0,22;0;8,1;0,7;155;13,9;564;0;0;73,59
17/02/2024 3:00;15;4;1,4;6,5;7,8;0,22;0;7,7;0,7;344;13,8;564;0;0;74,67
17/02/2024 4:00;13;6;0,1;3,2;3,3;0,19;0;8,2;0,8;291;13,6;564;0;0;74,37
17/02/2024 5:00;19;6;2,7;11,3;14;0,22;0;3,5;1,1;329;12,8;564;0;0;76,96
17/02/2024 6:00;38;17;29,6;20,1;49,7;0,36;0;0,6;1,1;10;12,4;564;0;0;79,79
17/02/2024 7:00;43;23;34,1;20,8;54,9;0,53;0;1,1;0,6;345;12,9;564;7;0;79,84
17/02/2024 8:00;40;15;26,8;15,8;42,6;0,61;0;2,8;0,8;102;14,5;565;52;0;76,34
17/02/2024 9:00;31;10;7,5;6,9;14,4;0,29;0;7,6;1,4;109;16,3;565;136;0;65,75
17/02/2024 10:00;20;10;6;4,7;10,7;0,25;0;9,9;1,8;98;17,5;566;298;0;58,03
17/02/2024 11:00;23;6;4,2;3,1;7,3;0,23;0;10,6;1,9;112;18,7;565;272;0;55,04
17/02/2024 12:00;25;7;4,9;4,4;9,3;0,26;0;10,8;1,9;133;19,1;565;254;0;52,44
17/02/2024 13:00;32;6;5,1;3,5;8,6;0,27;0;10,5;2,4;137;19,7;565;417;0;52,07
17/02/2024 14:00;30;6;3,7;1,8;5,5;0,24;0;11;2,2;136;21,5;564;716;0;47,37
17/02/2024 15:00;27;11;4,5;2,6;7,1;0,25;0;10,8;2,4;137;22,1;563;635;0;44,27
17/02/2024 16:00;29;9;3,3;1,8;5,1;0,23;0;10,4;2,3;155;22;563;405;0;43,24
17/02/2024 17:00;22;9;3,7;3,2;7;0,25;0;9,6;1,9;129;21,4;563;202;0;45,42
17/02/2024 18:00;22;8;4,7;7,3;12;0,31;0;7,7;1,5;130;18,6;563;36;0;52,12
17/02/2024 19:00;28;11;3,9;8,5;12,3;0,3;0;7;1,3;113;16;564;0;0;62,07
17/02/2024 20:00;25;15;4,8;9,1;13,8;0,32;0;7,1;1,5;115;14,9;564;0;0;67,92
17/02/2024 21:00;32;10;4,7;11,7;16,3;0,33;0;4,5;0,8;4;13,9;565;0;0;70,75
17/02/2024 22:00;24;9;0,9;11,9;12,8;0,32;0;2,8;0,7;294;12,4;565;0;0;75,01
17/02/2024 23:00;33;15;3,4;16,7;20,1;0,34;0;0,6;1;278;11,6;565;0;0;78,92
18/02/2024 0:00;33;12;6,9;16,6;23,5;0,38;0;0,4;0,9;321;10,7;565;0;0;79,98
18/02/2024 1:00;38;20;24,7;17,3;42;0,58;0;0;1,1;334;10,1;565;0;0;82,88
18/02/2024 2:00;28;16;36,1;15,6;51,7;0,62;0;0,2;0,6;302;9,4;565;0;0;83,04
18/02/2024 3:00;23;11;52,4;12,8;65,1;0,72;0;0,1;0,4;308;8,3;564;0;0;83,03
18/02/2024 4:00;31;16;78,7;12,1;90,8;0,89;0;0,2;0,4;319;7,3;564;0;0;82,97
18/02/2024 5:00;31;20;35,4;10,7;46,1;0,53;0;0;0,9;340;7,5;564;0;0;84,79
18/02/2024 6:00;18;8;14;9,2;23,3;0,35;0;0;1,1;349;7,5;565;0;0;85,91
18/02/2024 7:00;25;18;21,3;9,5;30,8;0,44;0;0,4;0,9;343;7,5;565;14;0;86
18/02/2024 8:00;39;26;42,5;11,5;53,9;0,53;0;1,5;1,4;339;9,5;566;116;0;87,05
18/02/2024 9:00;27;17;19,9;6,2;26,1;0,37;0;5,5;1,5;352;16,9;566;431;0;79,08
18/02/2024 10:00;21;14;2,8;1,3;4,1;0,24;0;9,3;1,5;136;19,6;566;367;0;55,27
18/02/2024 11:00;26;10;1,8;1;2,8;0,24;0;11,8;1,9;160;20,9;566;598;0;50,55
18/02/2024 12:00;26;15;1,1;0,7;1,8;0,24;0;13,7;2,4;177;20,8;565;294;0;45,49
18/02/2024 13:00;23;13;1,3;1,2;2,5;0,24;0;13,8;2,7;179;22,4;565;691;0;45,23
18/02/2024 14:00;25;8;0,6;0,1;0,7;0,21;0;15,1;2,2;235;24,7;564;690;0;37,92
18/02/2024 15:00;27;6;0,4;0,1;0,5;0,21;0;18;1,6;305;24,5;563;421;0;36,02
18/02/2024 16:00;28;17;0,3;0,6;0,9;0,23;0;20,4;2,2;281;24,7;563;394;0;38,51
18/02/2024 17:00;48;17;0,3;1,1;1,5;0,25;0;22,7;4,4;264;21,7;563;285;0;51,45
18/02/2024 18:00;31;14;0,1;2,1;2,2;0,26;0;20,3;3,1;260;19,6;563;61;0;58,54
18/02/2024 19:00;32;21;0,3;5;5,4;0,27;0;15,5;0,9;262;17,2;564;0;0;66,58
18/02/2024 20:00;26;16;0,2;4,8;5;0,31;0;12,1;0,6;241;16;564;0;0;73,05
18/02/2024 21:00;49;29;37,3;23,6;61;0,91;0;3;0,7;350;14,5;565;0;0;77,39
18/02/2024 22:00;57;28;67,6;30,5;98,1;1,17;0;0,3;0,7;331;13,7;565;0;0;80,63
18/02/2024 23:00;47;20;37,6;25;62,5;0,74;0;0,9;0,6;327;12,8;566;0;0;77,31
19/02/2024 0:00;41;19;46,6;21,6;68,2;0,76;0;0;0,4;326;11,3;566;0;0;79,75
19/02/2024 1:00;35;16;21,8;20,6;42,4;0,57;0;0,1;0,5;299;11,3;565;0;0;81,14
19/02/2024 2:00;44;17;49,5;19,1;68,6;0,61;0;0,1;0,5;300;10,4;565;0;0;80,89
19/02/2024 3:00;31;19;38;17,3;55,3;0,48;0;0;0,6;322;9,5;565;0;0;82,33
19/02/2024 4:00;28;23;18,1;15,5;33,6;0,39;0;0;0,5;330;9,4;565;0;0;84,25
19/02/2024 5:00;41;25;11,9;15,8;27,7;0,39;0;0,1;0,9;323;10,1;565;0;0;84,47
19/02/2024 6:00;53;33;38,6;17,4;56;0,52;0;0;0,6;309;9;565;0;0;81,43
19/02/2024 7:00;65;36;92,2;20,1;112,3;0,96;0;0,1;0,5;316;8,4;566;7;0;83,39
19/02/2024 8:00;97;50;135,2;27,1;162,3;1,35;0;1,6;1,2;331;13,7;566;177;0;83,12
19/02/2024 9:00;72;38;28,3;16,2;44,6;0,64;0;7,2;1,6;337;18,2;566;396;0;67,34
19/02/2024 10:00;61;31;9,2;10,6;19,8;0,42;0;14,2;1,3;291;20,9;566;581;0;55,19
19/02/2024 11:00;40;13;1,7;3,1;4,8;0,28;0;22,7;1,5;300;22,4;566;729;0;44,24
19/02/2024 12:00;39;19;2,7;5,3;7,9;0,25;0;26,1;1,7;302;24,1;565;802;0;34,76
19/02/2024 13:00;45;16;0,8;2,2;3;0,22;0;32,1;2,2;279;24,8;565;756;0;28,58
19/02/2024 14:00;65;17;0,2;1,3;1,5;0,22;0;25,4;3,3;269;23,4;564;451;0;40,71
19/02/2024 15:00;45;21;0,3;0,9;1,2;0,2;0;22,3;2,4;280;22,7;564;263;0;43,3
19/02/2024 16:00;58;17;0,9;1,5;2,3;0,2;0;20;3,3;272;23,3;564;439;0;44,29
19/02/2024 17:00;41;19;0,2;0,7;0,9;0,2;0;19,1;3;276;22,1;564;236;0;47,37
19/02/2024 18:00;38;16;0,5;2,2;2,7;0,22;0;14,4;1,6;241;19,7;564;55;0;53,53
19/02/2024 19:00;65;15;1,3;9;10,3;0,32;0;10,3;0,8;192;16,5;564;0;0;61,88
19/02/2024 20:00;47;24;10,7;27,9;38,6;0,7;0;2,3;1,6;178;16;565;0;0;69,25
19/02/2024 21:00;42;16;4,7;27;31,6;0,61;0;1,7;1,2;228;15,4;565;0;0;71,02
19/02/2024 22:00;57;24;39,5;30;69,5;0,9;0;0,3;0,4;318;14;566;0;0;73,74
19/02/2024 23:00;47;22;55,7;27,8;83,5;1,02;0;0,2;0,5;319;12,7;566;0;0;78,5
20/02/2024 0:00;49;20;68,1;25,7;93,8;0,8;0;0,3;0,5;332;12,8;566;0;0;80,43
20/02/2024 1:00;40;17;55,2;22;77,2;0,72;0;0,2;0,4;306;12,1;566;0;0;80,5
20/02/2024 2:00;45;19;103,7;24,3;128,1;0,74;0;0;0,5;75;11,8;565;0;0;80,1
20/02/2024 3:00;42;16;52,7;19,7;72,3;0,58;0;0;0,6;311;11,5;565;0;0;82,82
20/02/2024 4:00;38;25;37,7;19,2;57;0,48;0;0,4;0,6;332;11,1;565;0;0;82,45
20/02/2024 5:00;48;22;66,2;20;86,2;0,54;0;0;0,5;306;9,8;565;0;0;82,46
20/02/2024 6:00;91;47;267,2;38,2;305,3;1,28;0;0,1;0,5;334;8,6;565;0;0;83,07
20/02/2024 7:00;63;28;75,6;19;94,5;0,68;0;0;0,9;323;8,9;566;10;0;85,35
20/02/2024 8:00;91;49;63,5;22,9;86,4;1,41;0;1,6;0,8;332;12,5;566;138;0;86,41
20/02/2024 9:00;104;45;47,5;21,5;69;0,75;0;7,4;0,8;256;19;566;384;0;65,74
20/02/2024 10:00;67;30;0;0;0;0;0;0;0,9;285;21,9;566;586;0;50,64
20/02/2024 11:00;41;23;0;0;0;0;0;0;1,4;292;22,8;565;722;0;44,8
20/02/2024 12:00;41;22;0;0;0;0;0;0;2,1;281;24,1;565;836;0;38
20/02/2024 13:00;48;21;0;0;0;0,19;0;23;2,7;272;24,5;564;713;0;35,47
20/02/2024 14:00;66;15;0,2;0,1;0,2;0,2;0;19,1;4,9;267;23,3;564;743;0;43,37
20/02/2024 15:00;52;13;0,4;0;0,4;0,2;0;17,5;4,1;263;23,2;563;577;0;43,89
20/02/2024 16:00;48;12;0,3;0;0,4;0,2;0;16,8;3,4;264;23;563;445;0;45,26
20/02/2024 17:00;39;17;0,4;0;0,4;0,19;0;16,3;2,9;261;22,8;563;310;0;46,71
20/02/2024 18:00;43;13;0,4;1,1;1,5;0,2;0;15,5;1,9;252;21,1;563;93;0;46,88
20/02/2024 19:00;37;16;0,1;2,1;2,2;0,21;0;14,3;1,1;218;17,1;564;0;0;57,94
20/02/2024 20:00;36;13;1;4;5;0,26;0;11,8;0,9;207;15,4;565;0;0;67,55
20/02/2024 21:00;48;22;20,4;16;36,4;0,59;0;2,1;0,4;293;13,3;565;0;0;71,66
20/02/2024 22:00;73;36;98,9;18,4;117,3;1,22;0;0,2;0,5;333;11,8;565;0;0;78,75
20/02/2024 23:00;52;26;47,8;18,1;66;0,87;0;0,1;0,3;304;10,5;565;0;0;81,31
21/02/2024 0:00;54;26;104,1;15;119,1;1;0;0;0,6;311;9,4;565;0;0;82,51
21/02/2024 1:00;53;30;159,8;15,3;175,1;1,09;0;0,2;0,6;324;8,6;565;0;0;83,61
21/02/2024 2:00;37;26;124,5;13,4;137,9;0,85;0;0,1;0,5;309;7,7;565;0;0;83,8
21/02/2024 3:00;27;17;26;13,1;39;0,48;0;0;0,4;309;7,1;564;0;0;84,29
21/02/2024 4:00;30;13;37,1;11,5;48,6;0,46;0;0;0,4;289;6,1;564;0;0;84,17
21/02/2024 5:00;41;22;79,9;12;91,9;0,51;0;0,3;0,5;311;5,6;564;0;0;84,22
21/02/2024 6:00;61;26;71,5;16,1;87,5;0,5;0;0;0,6;271;5,8;565;0;0;85,05
21/02/2024 7:00;63;36;159,4;19,3;178,8;1,29;0;0,3;0,7;312;6,3;565;14;0;85,46
21/02/2024 8:00;64;34;79,2;18,2;97,4;0,85;0;1,4;0,7;331;12,3;565;165;0;85,7
21/02/2024 9:00;110;41;68,9;26,7;95,6;0,95;0;4,7;0,8;259;18,4;566;373;0;64,89
21/02/2024 10:00;80;32;23,7;22,8;46,5;0,66;0;13,7;1;248;20,9;566;572;0;48,39
21/02/2024 11:00;46;22;3;5,5;8,5;0,32;0;22,9;1,4;294;22,5;565;687;0;42,44
21/02/2024 12:00;101;23;2,4;2,6;4,9;0,22;0;18,3;4;274;20,6;565;563;0;43,61
21/02/2024 13:00;91;16;1,2;1,5;2,6;0,19;0;17;4,8;278;20,9;564;814;0;43,49
21/02/2024 14:00;57;10;1,6;0,9;2,5;0,18;0;17,1;4,4;274;21,1;564;739;0;42,36
21/02/2024 15:00;69;18;1,1;1,2;2,4;0,19;0;16,9;4,4;269;21,4;563;635;0;42,08
21/02/2024 16:00;54;13;1;1,1;2,1;0,19;0;17,7;4,1;270;21,3;563;461;0;41,44
21/02/2024 17:00;57;14;0,8;1,3;2,1;0,19;0;18,8;3,8;274;20,9;563;267;0;41,1
21/02/2024 18:00;36;13;0,4;1;1,4;0,21;0;18,1;2,5;282;19,2;563;74;0;44,92
21/02/2024 19:00;36;13;0,4;4,3;4,6;0,25;0;14,3;0,7;302;15,5;564;0;0;52,07
21/02/2024 20:00;65;18;43,4;17,1;60,5;0,7;0;5,7;0,7;291;12,9;564;0;0;62,74
21/02/2024 21:00;87;32;123,7;25;148,8;1,28;0;0,2;0,7;34;10,8;564;0;0;66,46
21/02/2024 22:00;61;29;96,1;23,2;119,3;1,06;0;0,2;0,6;317;10,1;565;0;0;72,71
21/02/2024 23:00;65;28;150,6;22,8;173,3;1,36;0;0,2;0,5;333;9,5;565;0;0;74,86
22/02/2024 0:00;53;24;152,5;21,1;173,5;1,26;0;0,1;0,5;251;9,3;565;0;0;76,46
22/02/2024 1:00;42;19;126,2;18,3;144,5;0,96;0;0,3;0,6;310;9,1;564;0;0;76,45
22/02/2024 2:00;52;29;142;19,7;161,7;0,89;0;0,1;0,6;301;8,5;564;0;0;78,59
22/02/2024 3:00;37;18;48,8;16,2;64,9;0,53;0;0,1;0,7;289;8,8;564;0;0;79,42
22/02/2024 4:00;50;24;88,2;17;105,2;0,58;0;0;0,8;275;9,8;564;0;0;79,06
22/02/2024 5:00;53;22;123,9;18,8;142,8;0,71;0;0;0,6;278;10,2;564;0;0;76,62
22/02/2024 6:00;42;19;79,5;16,4;95,9;0,65;0;0,2;0,8;300;8,9;564;0;0;78,11
22/02/2024 7:00;79;45;165,3;20,8;186,1;1,62;0;0,3;0,6;277;9,9;564;5;0;81,98
22/02/2024 8:00;151;61;151,4;28,2;179,6;1,76;0;1,7;0,7;251;16,5;564;179;0;74,4
22/02/2024 9:00;58;24;34,8;23,2;58;0,81;0;9,2;1,1;247;20,6;565;374;0;54,84
22/02/2024 10:00;35;14;1,5;0;1,2;0,28;0;30,4;1,1;302;20,8;564;457;0;50,18
22/02/2024 11:00;38;9;0;0;0;0,23;0;17,3;1,5;281;22,2;564;632;0;45,86
22/02/2024 12:00;36;6;0;0;0;0,18;0;15,5;2,8;266;21,3;564;613;0;46,34
22/02/2024 13:00;55;8;0;0,3;0,2;0,18;0;15,3;3,9;268;21,5;563;762;0;45,81
22/02/2024 14:00;32;6;0;0,3;0,1;0,19;0;15,7;2,9;278;21;563;600;0;46,84
22/02/2024 15:00;52;3;0,1;0,4;0,5;0,2;0;15;3,4;271;21,1;562;509;0;46,94
22/02/2024 16:00;34;3;0;0,6;0,4;0,19;0;14,5;3,1;266;20;562;231;0;50,19
22/02/2024 17:00;34;3;0;0,9;0,9;0,2;0;13,9;2,4;254;19,6;562;170;0;51,71
22/02/2024 18:00;27;4;0;0;0;0,21;0;12,6;1,7;252;17,9;563;52;0;55,49
22/02/2024 19:00;35;6;0;0;0;0,22;0;10,8;1,6;212;15,4;563;0;0;64,45
22/02/2024 20:00;25;5;0;0;0;0,25;0;9,8;1,5;222;14,4;564;0;0;71,92
22/02/2024 21:00;18;5;0;0;0;0,27;0;8,8;1,1;220;14,3;564;0;0;73,26
22/02/2024 22:00;23;9;0;7,8;7,7;0,33;0;6,1;0,6;251;13,5;564;0;0;73,97
22/02/2024 23:00;26;11;3,8;10,9;14,7;0,41;0;2,4;0,4;321;11,7;564;0;0;77,83
23/02/2024 0:00;41;13;47,7;10,1;57,8;0,69;0;0,7;0,7;341;11,2;564;0;0;82,12
23/02/2024 1:00;40;20;79,2;11;90,2;0,7;0;0,5;0,5;324;10,1;564;0;0;81,71
23/02/2024 2:00;31;9;40,1;11,9;51,9;0,52;0;0;0,4;303;10,8;563;0;0;84,68
23/02/2024 3:00;31;17;34,2;14,6;48,8;0,45;0;0,5;0,7;334;11,7;563;0;0;80,9
23/02/2024 4:00;38;14;4,2;17,2;21,5;0,33;0;0,5;0,9;322;11,9;563;0;0;73,06
23/02/2024 5:00;26;18;4;17,1;21,1;0,32;0;0,4;0,7;325;11;563;0;0;72,68
23/02/2024 6:00;34;20;11;16,4;27,4;0,35;0;0,1;0,8;338;9,2;563;0;0;77,36
23/02/2024 7:00;44;23;25,1;14,8;39,8;0,46;0;0,3;0,6;321;8,8;564;11;0;81,48
23/02/2024 8:00;66;27;34;13,9;47,9;0,61;0;3,6;1,4;342;14,1;564;196;0;74,36
23/02/2024 9:00;56;27;24,3;13,9;38,2;0,61;0;7,6;1,3;347;18,8;564;405;0;60,5
23/02/2024 10:00;31;14;5,9;8,1;14;0,37;0;15,5;1,2;314;21,1;564;611;0;48,45
23/02/2024 11:00;27;11;2,1;5,6;7,7;0,31;0;20,6;1,6;284;21,7;564;758;0;41,72
23/02/2024 12:00;62;15;3;9,4;12,4;0,41;0;28,2;2,1;276;22,8;563;735;0;36,42
23/02/2024 13:00;66;20;0,9;7,4;8,3;0,34;0;32,8;2,8;276;22,6;563;538;0;36,85
23/02/2024 14:00;74;24;0,1;4,1;4,2;0,26;0;26,8;3,3;255;22,4;562;678;0;42,78
23/02/2024 15:00;82;19;0,1;3,9;4;0,24;0;23,6;3,7;262;21,6;562;503;0;44,53
23/02/2024 16:00;75;18;0,1;4,2;4,3;0,25;0;21,7;3,9;267;20,4;562;294;0;49,74
23/02/2024 17:00;51;21;0;3,7;3,5;0,25;0;21,5;3,9;270;18,9;562;164;0;54,62
23/02/2024 18:00;48;14;0;3,8;3,8;0,25;0;18,6;2,3;278;17,6;563;45;0;58,98
23/02/2024 19:00;43;22;0;0;0;0,26;0;16,1;1,5;259;16;563;0;0;67,46
23/02/2024 20:00;43;16;0;0;0;0,31;0;12,9;0,9;281;15,2;564;0;0;71,6
23/02/2024 21:00;62;32;34,2;23,2;57,3;0,7;0;4,6;0,5;28;13,7;564;0;0;75,95
23/02/2024 22:00;66;27;45,8;30,3;76,1;0,9;0;0,2;0,4;312;13,3;564;0;0;79,39
23/02/2024 23:00;72;28;76,3;26,8;103,1;1,14;0;0,1;0,6;6;12,4;564;0;0;80,5
24/02/2024 0:00;66;30;85,1;23,3;108,4;1,15;0;0,2;0,4;304;12,7;564;0;0;82,09
24/02/2024 1:00;66;29;68,6;23,3;91,9;0,98;0;0,2;0,5;316;12,6;564;0;0;81,8
24/02/2024 2:00;53;23;59,9;20,3;80,2;0,82;0;0,4;0,3;292;11,9;564;0;0;81,48
24/02/2024 3:00;43;21;37,7;16,6;54,2;0,55;0;0,7;0,4;320;11;563;0;0;82,95
24/02/2024 4:00;43;22;79,5;15,2;94,8;0,67;0;0;0,6;339;10,2;563;0;0;83,32
24/02/2024 5:00;40;20;40,3;14,8;55,1;0,46;0;0,8;0,6;323;10,7;563;0;0;85,53
24/02/2024 6:00;59;25;99,8;18,9;118,7;0,76;0;0,3;0,7;313;11,1;564;0;0;85,79
24/02/2024 7:00;86;30;64,1;17,1;81,2;0,7;0;0,2;0,6;299;11,7;564;11;0;85,37
24/02/2024 8:00;60;24;32;17;49;0,67;0;2,4;0,8;329;14,3;564;128;0;82,11
24/02/2024 9:00;54;27;15,8;15,8;31,6;0,57;0;8,5;1,3;322;18,5;565;352;0;65,32
24/02/2024 10:00;52;20;3,3;8,9;12,2;0,37;0;18,9;1,4;256;20,4;565;453;0;49,48
24/02/2024 11:00;50;22;1,2;6,8;8;0,34;0;26,4;1,2;294;20,5;565;537;0;46,01
24/02/2024 12:00;46;17;0,4;6,2;6,6;0,35;0;33,5;1,3;314;22,2;564;524;0;37,18
24/02/2024 13:00;66;22;0;4,6;4,4;0,31;0;34,4;2,4;271;22,4;564;527;0;36,13
