Fecha;PM10;PM2.5;NO;NO2;NOX;CO;SO2;OZONO;Vel Viento 10M;Dir Viento 10M;Temperatura;Presion Baro;Rad Solar;Precipitacion;HR
3/02/2024 18:00;18;10;0,6;6,5;7,1;0,31;0;15,6;2,2;335;16,2;563;19;0;69,83
3/02/2024 19:00;22;17;0,3;15,5;15,8;0,38;0;8,8;0,9;298;15,1;563;0;0;75,47
3/02/2024 20:00;30;11;5,8;25,1;30,8;0,51;0;5,4;1,5;350;14,4;563;0;0;77,31
3/02/2024 21:00;22;15;2,6;16,1;18,7;0,41;0;8;0,8;281;15,2;564;0;0;75,05
3/02/2024 22:00;26;11;4,8;19,1;23,8;0,52;0;5,1;0,7;278;14,6;564;0;0;77,21
3/02/2024 23:00;22;9;13,3;22,9;36,2;0,57;0;2,6;0,5;176;14,5;564;0;0;79,7
4/02/2024 0:00;19;9;9,8;16,8;26,5;0,44;0;2,7;0,5;348;14,2;564;0;0,9;79,6
4/02/2024 1:00;24;10;15,2;23,2;38,3;0,54;0;0,6;0,5;74;13,7;564;0;1,1;82,43
4/02/2024 2:00;27;19;7,2;22,3;29,5;0,52;0;0,6;0,5;328;13,6;563;0;0,1;83,92
4/02/2024 3:00;25;16;4,1;17,2;21,3;0,38;0;2,4;0,8;285;13,5;563;0;0,1;84,23
4/02/2024 4:00;11;4;0,2;4,2;4,4;0,24;0;11,5;1,3;323;13,4;563;0;0;79,11
4/02/2024 5:00;12;7;0,2;4,5;4,8;0,23;0;10,3;1,3;330;12,8;563;0;0,1;81,68
4/02/2024 6:00;13;6;5,7;10,9;16,6;0,32;0;6,1;0,5;277;12,7;563;0;0;82,79
4/02/2024 7:00;21;7;4;15,4;19,4;0,35;0;2,5;0,8;322;12,6;563;7;0;83,95
4/02/2024 8:00;25;13;10,9;14,3;25,2;0,44;0;3,7;1,3;345;13,5;564;71;0;84,46
4/02/2024 9:00;23;8;5,6;7,4;13;0,32;0;10;1,2;246;16,2;565;164;0;72,89
4/02/2024 10:00;24;6;3,6;4;7,6;0,28;0;13,3;1,3;304;18,2;565;321;0;63,88
4/02/2024 11:00;19;10;2;3,3;5,3;0,28;0;16,3;1,6;320;18,6;564;216;0;57,65
4/02/2024 12:00;20;9;2,3;4,7;6,9;0,3;0;15,6;1,2;20;19;564;162;0;58,07
4/02/2024 13:00;15;10;1,9;2,9;4,8;0,26;0;15,5;1,8;120;18,7;564;170;0;57,98
4/02/2024 14:00;11;7;2,8;4,7;7,5;0,29;0;14,4;1,7;126;19;563;211;0;57,02
4/02/2024 15:00;8;6;2,1;3;5,2;0,27;0;15;1,5;131;19,9;563;283;0;55,81
4/02/2024 16:00;9;3;1,2;2,1;3,3;0,26;0;17,2;1,6;203;21,2;562;295;0;49,3
4/02/2024 17:00;9;2;0,6;0,9;1,5;0,24;0;19,1;1,3;245;22,2;562;219;0;42,93
4/02/2024 18:00;11;3;0,4;4;4,4;0,32;0;18,7;1,5;273;18,7;562;34;0;53,64
4/02/2024 19:00;26;9;0,2;6,2;6,4;0,33;0;15,9;1,2;248;16,8;563;0;0;66,93
4/02/2024 20:00;23;14;0,7;16;16,8;0,51;0;8,4;0,7;217;16,2;563;0;0;72,48
4/02/2024 21:00;27;17;3,1;18,4;21,5;0,48;0;6,2;0,6;144;15,2;564;0;0,1;75,57
4/02/2024 22:00;13;12;11,3;21,5;32,8;0,47;0;3,3;0,6;67;14,5;564;0;0;73,93
4/02/2024 23:00;12;7;5,4;13,8;19,2;0,29;0;6,8;0,9;112;14,9;564;0;0;72,1
5/02/2024 0:00;13;6;2,7;8,7;11,4;0,24;0;9,3;1,3;100;14,7;564;0;0;73,21
5/02/2024 1:00;16;4;2,8;7,4;10,2;0,22;0;9;1,2;106;14,5;564;0;0;74,14
5/02/2024 2:00;14;8;0,8;4,7;5,5;0,21;0;10,2;1;124;13,7;563;0;0;74,67
5/02/2024 3:00;13;6;9,6;11,8;21,5;0,23;0;6,3;0,7;355;12,8;563;0;0;76,78
5/02/2024 4:00;17;6;25,4;13;38,4;0,27;0;6;0,8;39;13,2;563;0;0;79,24
5/02/2024 5:00;15;7;8;10,2;18,2;0,25;0;8,4;1,7;154;13,7;563;0;0;76,53
5/02/2024 6:00;20;10;14,3;16,9;31,3;0,35;0;4,5;0,9;142;13,1;563;0;0,1;78,2
5/02/2024 7:00;22;7;12;18,4;30,4;0,51;0;5;1,1;115;13,4;564;8;0;78,39
5/02/2024 8:00;34;14;31,5;15,5;47,1;0,61;0;6,5;0,8;121;15,4;564;103;0;75,43
5/02/2024 9:00;18;9;13,4;16,5;29,9;0,43;0;7,9;1;59;16,4;565;97;0;67,12
5/02/2024 10:00;32;13;9,9;14,7;24,6;0,44;0;8,3;1,1;340;16,8;565;126;0;65,94
5/02/2024 11:00;23;10;5,9;8,2;14,1;0,35;0;12,7;1,3;322;17,7;565;227;0;62,35
5/02/2024 12:00;23;10;4,1;5,7;9,7;0,32;0;16,1;1,4;295;19,3;564;312;0;56,35
5/02/2024 13:00;32;18;9,3;15,9;25,1;0,47;0;12,6;1,7;216;17,5;564;92;0,4;60,68
5/02/2024 14:00;37;17;20,9;33;53,9;0,85;0;5,8;2;162;14,7;563;95;1,3;76,64
5/02/2024 15:00;31;15;14;21,9;35,9;0,6;0;14,4;1,2;165;17;562;258;0;69,4
5/02/2024 16:00;25;22;14,1;27,6;41,6;0,64;0;15,2;1,1;146;18,6;562;182;0;57,4
5/02/2024 17:00;25;16;5,4;22,4;27,8;0,48;0;9,6;2;203;16,4;562;29;0;64,3
5/02/2024 18:00;15;8;2,1;15;17,2;0,37;0;6,4;1,2;223;15,2;563;2;0,1;74,02
5/02/2024 19:00;28;17;31,1;25,9;57;0,88;0;0,9;0,6;33;14;563;0;0,1;78,47
5/02/2024 20:00;36;17;47,8;23,5;71,2;0,95;0;0;0,5;307;13,5;563;0;0;82,14
5/02/2024 21:00;61;20;104,9;18,7;123,5;1,11;0;0,1;0,5;117;13;564;0;0;83,64
5/02/2024 22:00;38;16;83,1;17,5;100,6;0,96;0;0,1;0,5;271;12,5;564;0;0,1;84,04
5/02/2024 23:00;47;18;97,9;14,6;112,6;1,03;0;0,1;0,5;296;12,6;565;0;0;85,48
6/02/2024 0:00;29;10;47,8;16;63,8;0,7;0;0,1;0,7;298;12,9;564;0;0;85,85
6/02/2024 1:00;26;13;56,7;17,5;74,2;0,7;0;0,1;0,5;306;13,1;564;0;0,1;84,88
6/02/2024 2:00;22;12;42,9;15,3;58,2;0,52;0;0;0,7;350;12,9;564;0;0;84,64
6/02/2024 3:00;23;17;31,2;13,8;45;0,37;0;0,2;0,5;308;12,8;563;0;0;84,47
6/02/2024 4:00;31;14;56,4;12;68,4;0,43;0;0,1;0,5;289;12,9;563;0;0;85,32
6/02/2024 5:00;43;20;77,3;11,3;88,6;0,51;0;0,1;0,4;319;12,9;564;0;0;85,31
6/02/2024 6:00;37;21;75,2;13,3;88,6;0,57;0;0;0,4;292;12,9;564;0;0;85,06
6/02/2024 7:00;38;23;69,4;13,8;83,3;0,74;0;0,1;0,4;331;13;564;3;0;85,08
6/02/2024 8:00;54;23;71,3;17;88,3;0,82;0;0,4;0,4;261;14;565;27;0;84,19
6/02/2024 9:00;56;17;43,7;16,7;60,5;0,65;0;3,6;0,7;312;17,2;565;260;0;74,21
6/02/2024 10:00;27;7;6,5;5,8;12,2;0,29;0;10,6;0,9;192;20,5;565;357;0;55,24
6/02/2024 11:00;17;4;4,3;5,4;9,7;0,25;0;11,4;1,2;185;20;565;219;0;52,45
6/02/2024 12:00;26;4;3,7;5,7;9,4;0,29;0;13,9;1,1;256;20,8;565;227;0;50,95
6/02/2024 13:00;42;17;28,7;20,2;48,9;0,55;0;4,3;1,6;158;15,9;564;25;5,7;66,3
6/02/2024 14:00;26;5;10,6;17;27,6;0,38;0;3;0,9;295;14,3;564;20;7,7;82,03
6/02/2024 15:00;21;9;12,8;15,4;28,2;0,34;0;3,4;2,4;342;14;563;67;2,6;85,18
6/02/2024 16:00;16;6;11,6;13,7;25,4;0,28;0;4,3;2,3;338;14,9;563;79;0,1;83,33
6/02/2024 17:00;16;10;6,3;13,7;20;0,26;0;3,9;1;303;14,8;563;28;0,1;80,07
6/02/2024 18:00;25;13;26,1;17,7;43,8;0,53;0;1,7;0,6;211;14,4;564;3;0,6;82,08
6/02/2024 19:00;23;13;33,9;24,4;58,3;0,91;0;0,1;1;189;14;564;0;0,7;83,94
6/02/2024 20:00;32;21;60;26,7;86,7;1,32;0;0,1;0,8;186;13,6;564;0;0,3;84,87
6/02/2024 21:00;26;20;66,5;22,8;89,3;1,23;0;0;0,6;323;13,2;565;0;0,1;85,09
6/02/2024 22:00;33;20;104,2;16,9;121,1;1,28;0;0;0,6;27;13;565;0;0;85,84
6/02/2024 23:00;29;13;56,1;15,9;72,1;0,76;0;0,5;1,2;23;12,8;565;0;0,1;86,24
7/02/2024 0:00;12;8;10,9;9,7;20,6;0,3;0;3,7;1,1;101;12,8;565;0;0;85,03
7/02/2024 1:00;11;6;2,9;5,7;8,6;0,18;0;4,3;0,8;107;12,9;565;0;0;83,79
7/02/2024 2:00;16;8;8,2;11,5;19,6;0,29;0;0,7;0,6;309;13;565;0;0;83,9
7/02/2024 3:00;16;6;4,4;8,9;13,3;0,23;0;1,5;0,4;266;13;564;0;0;83,03
7/02/2024 4:00;19;4;13,6;10,8;24,4;0,23;0;1,3;0,7;109;12,9;565;0;0;82,47
7/02/2024 5:00;18;3;11,9;10,9;22,7;0,2;0;2;0,9;250;12,9;564;0;0;79,86
7/02/2024 6:00;18;6;8;10,4;18,4;0,24;0;1,2;0,4;297;12,4;565;0;0;80,3
7/02/2024 7:00;20;11;18,6;10,2;28,8;0,35;0;0,7;0,7;285;12;565;5;0;83,84
7/02/2024 8:00;26;9;24,9;10,2;35;0,48;0;4,2;1;8;15,8;566;129;0;79,27
7/02/2024 9:00;13;5;12,9;6,3;19,2;0,32;0;7,1;1,6;81;18,8;566;335;0;64,22
7/02/2024 10:00;15;4;4;1,6;5,6;0,21;0;10,7;1,6;124;20,4;566;555;0;54,86
7/02/2024 11:00;16;6;3,2;1,7;4,9;0,21;0;11,7;1,7;186;21,7;565;592;0;50,27
7/02/2024 12:00;22;5;2,5;3,6;6,1;0,25;0;12,5;1,3;241;21,1;565;201;0;47,12
7/02/2024 13:00;30;5;5,5;6,8;12,3;0,28;0;11,4;1,9;208;20,6;565;190;0;50,35
7/02/2024 14:00;39;16;2;7,1;9,1;0,3;0;19,1;2,4;267;19,4;564;133;0;59,47
7/02/2024 15:00;53;21;8,9;23,1;32,1;0,5;0;9,4;1;283;18,8;564;44;0,8;64,18
7/02/2024 16:00;31;12;2,5;13,3;15,8;0,33;0;10,8;1,4;280;15,4;564;13;7,8;72,68
7/02/2024 17:00;19;8;12,7;16,4;29,1;0,42;0;7,1;1,2;283;14;564;33;1,3;81,06
7/02/2024 18:00;20;13;19,7;22,9;42,6;0,65;0;2,9;0,8;322;13,7;564;15;0;82,68
7/02/2024 19:00;24;14;13,8;21,6;35,4;0,64;0;1,2;0,6;286;13,3;564;0;0;83,65
7/02/2024 20:00;25;14;18,9;21,4;40,2;0,64;0;0,1;0,6;229;13,5;564;0;0,1;85,47
7/02/2024 21:00;26;16;16,7;16,4;33,1;0,43;0;0,6;0,6;97;13,9;565;0;0;84,41
7/02/2024 22:00;36;16;30,6;15,6;46,2;0,71;0;0;0,5;258;12,5;565;0;0;83,81
7/02/2024 23:00;33;13;32,8;14,6;47,4;0,76;0;0,2;0,4;289;11,5;566;0;0;84,8
8/02/2024 0:00;62;16;90,3;11,8;102,2;1,07;0;0;0,6;300;10,9;566;0;0;85,74
8/02/2024 1:00;52;27;175,8;8,7;184,4;1,17;0;0,1;0,6;316;10,1;565;0;0;85,86
8/02/2024 2:00;37;22;117,7;8,7;126,4;0,89;0;0,1;0,6;294;9,6;565;0;0;86,09
8/02/2024 3:00;29;12;107,5;7,4;114,9;0,73;0;0,2;0,6;338;8,9;565;0;0;85,95
8/02/2024 4:00;36;17;126;8,1;134,1;0,63;0;0;0,7;311;8,9;564;0;0;86,43
8/02/2024 5:00;42;17;75,8;9,6;85,4;0,48;0;0,1;0,6;337;9,4;564;0;0;87,02
8/02/2024 6:00;23;22;49;10,6;59,6;0,39;0;0;0,8;337;9,2;564;0;0;86,85
8/02/2024 7:00;34;18;63,3;11;74,3;0,58;0;0,2;0,9;300;8,9;565;12;0,1;86,73
8/02/2024 8:00;56;38;120,2;13,3;133,5;1,03;0;0,6;1;329;11,5;565;143;0;87,96
8/02/2024 9:00;45;25;60,8;13,8;74,6;0,72;0;2,7;1,5;344;16,9;565;358;0;81,37
8/02/2024 10:00;30;14;0;0;0;0;0;0;2,1;347;19,2;566;469;0;62,67
8/02/2024 11:00;26;10;0;0;0;0;0;0;1,8;330;18,9;565;267;0;55,94
8/02/2024 12:00;23;7;0;0;0;0;0;0;1,6;101;18,6;565;196;0;57,17
8/02/2024 13:00;18;5;5,1;4,3;9,4;0,28;0;8,9;1,5;104;20,3;564;336;0;54,2
8/02/2024 14:00;25;7;3,1;4,5;7,7;0,25;0;10,1;1,9;304;18,7;564;109;0;57,25
8/02/2024 15:00;18;10;1,2;6,5;7,7;0,24;0;9,8;1,1;284;17;563;86;0,2;69,54
8/02/2024 16:00;29;14;1,8;4,7;6,4;0,25;0;13,2;1,5;273;18,7;563;181;0;66,28
8/02/2024 17:00;48;24;2,4;14,2;16,6;0,35;0;12,2;1,2;234;17,6;563;58;0;69,1
8/02/2024 18:00;45;28;2,8;14,6;17,5;0,38;0;11,8;0,9;254;16,9;564;20;0;71,24
8/02/2024 19:00;37;25;0,8;19,4;20,1;0,45;0;6,1;0,6;274;15,3;564;0;0;75,72
8/02/2024 20:00;47;24;2,4;24,5;26,9;0,59;0;2,5;0,5;305;15;564;0;0;79,15
8/02/2024 21:00;41;14;0,8;20,7;21,5;0,46;0;1,7;0,5;315;14,1;565;0;0;77,95
8/02/2024 22:00;41;17;7,9;20,3;28,2;0,54;0;0,3;0,5;312;12,9;565;0;0;80,91
8/02/2024 23:00;49;22;53;17,8;70,8;0,79;0;0;0,6;333;13,2;565;0;0;83,92
9/02/2024 0:00;29;21;8,6;17,2;25,8;0,46;0;1;0,6;224;13,7;565;0;0;82,83
9/02/2024 1:00;44;24;29,1;19;48,1;0,64;0;0,1;0,5;310;13,5;565;0;0;81,93
9/02/2024 2:00;47;19;30,4;17;47,3;0,61;0;0,1;0,6;297;13,3;564;0;0;82,12
9/02/2024 3:00;45;20;39,5;16,1;55,5;0,69;0;0,1;0,4;328;13,2;564;0;0;83,47
9/02/2024 4:00;56;26;52,7;16,2;68,8;0,67;0;0,2;0,4;311;13,4;564;0;0;83,67
9/02/2024 5:00;55;24;91,7;14,7;106,4;0,76;0;0,1;0,4;291;13,4;564;0;0;83,97
9/02/2024 6:00;48;25;95,2;13,6;108,8;0,82;0;0;0,7;344;13;564;0;0;84,04
9/02/2024 7:00;62;29;123,3;11,8;135,1;1,45;0;0,3;0,5;269;12,3;564;7;0;84,72
9/02/2024 8:00;89;53;145,4;20;165,4;1,74;0;1;0,6;221;15,6;565;133;0;85,12
9/02/2024 9:00;31;8;13,6;8,7;22,3;0,41;0;7,3;0,8;232;20,5;565;273;0;61,97
9/02/2024 10:00;24;5;4,8;3,4;8,2;0,27;0;10,5;1,7;142;20,9;565;450;0;53,48
9/02/2024 11:00;23;5;5,4;4,5;10;0,29;0;10,6;1,8;107;20,2;565;255;0;50,13
9/02/2024 12:00;23;6;6,7;5,6;12,3;0,34;0;9,8;1,7;87;19,9;565;248;0;53,89
9/02/2024 13:00;28;6;4,8;4,7;9,5;0,3;0;9;1,4;87;18,9;564;138;0,3;58,91
9/02/2024 14:00;25;5;6,7;5,6;12,3;0,33;0;9,2;1,9;65;18,9;564;227;0;63,16
9/02/2024 15:00;16;6;9,1;5,1;14,2;0,31;0;9,6;3,2;64;20,5;563;464;0;58,76
9/02/2024 16:00;24;6;9,1;6,6;15,8;0,33;0;9,7;2;106;21;563;295;0;54,35
9/02/2024 17:00;23;8;9,8;7;16,7;0,36;0;9,8;3;81;20,2;563;193;0;54,01
9/02/2024 18:00;17;5;6,2;7,7;13,8;0,35;0;8,9;1,9;133;17,5;563;15;0;58,77
9/02/2024 19:00;24;3;8;11,4;19,3;0,38;0;5,6;1,2;137;15,7;563;0;0;64,61
9/02/2024 20:00;22;9;18,5;13,2;31,7;0,47;0;2,5;0,7;286;14;564;0;0;69,74
9/02/2024 21:00;46;16;47,8;14,9;62,7;0,65;0;1,1;0,8;45;13,2;564;0;0;74,69
9/02/2024 22:00;18;10;9,9;10,6;20,5;0,35;0;4,2;1,3;87;14,5;565;0;0;74,34
9/02/2024 23:00;15;6;12,7;12,5;25,3;0,37;0;3,2;1,1;78;14,5;565;0;0;73,08
10/02/2024 0:00;23;6;10,9;12,9;23,9;0,32;0;3;0,9;90;14,1;565;0;0;73,13
10/02/2024 1:00;15;6;3,8;10,5;14,3;0,25;0;4,6;0,7;104;13,9;565;0;0;74,19
10/02/2024 2:00;16;3;2,2;10,9;13,2;0,25;0;2,5;0,4;283;13;564;0;0;77,16
10/02/2024 3:00;18;6;26,7;12,2;38,8;0,32;0;0,7;0,6;282;12,7;564;0;0;79,41
10/02/2024 4:00;18;6;38,9;12;50,8;0,36;0;0,2;0,6;313;12;564;0;0;81,76
10/02/2024 5:00;34;9;62,3;13,6;75,9;0,42;0;0,6;0,7;337;12,5;564;0;0;82,97
10/02/2024 6:00;25;12;50,6;14,3;64,9;0,42;0;0,1;0,9;297;12,6;564;0;0;81,49
10/02/2024 7:00;28;14;29,1;14,5;43,6;0,45;0;0,4;0,5;314;12,6;564;4;0;81,9
10/02/2024 8:00;31;15;31,2;14,9;46,1;0,63;0;1,3;0,8;322;13,8;565;42;0;82,31
10/02/2024 9:00;20;14;19,1;16,2;35,3;0,54;0;2,7;0,9;341;15;565;96;0,3;77,96
10/02/2024 10:00;22;8;10,4;5,5;15,9;0,32;0;10,5;1,8;88;19;565;463;0;67,1
10/02/2024 11:00;17;7;2,4;1,2;3,7;0,24;0;13,9;1,9;148;21,3;565;673;0;52,58
10/02/2024 12:00;15;13;6,7;4,4;11;0,28;0;12,3;2,8;47;20,7;565;465;0;49,81
10/02/2024 13:00;15;8;2,9;1,8;4,7;0,25;0;14,3;1,9;85;21,4;564;552;0;49
10/02/2024 14:00;19;6;4,1;2,8;6,9;0,27;0;14,6;2,3;30;22,3;564;553;0;45,1
10/02/2024 15:00;18;4;5,1;4,8;9,9;0,29;0;14;2,5;88;21,1;563;269;0;45
10/02/2024 16:00;28;5;6,8;4,3;11,1;0,36;0;13,1;4,2;63;21,1;563;444;0;49,98
10/02/2024 17:00;23;11;8,4;4,6;13,1;0,3;0;12,8;4,6;66;19,8;563;284;0;51,28
10/02/2024 18:00;15;7;5,4;5,6;11;0,32;0;11,7;2,7;82;18,3;563;69;0;51,59
10/02/2024 19:00;17;7;10,4;14,7;25,1;0,44;0;5,8;1,3;80;15,4;564;0;0;58,62
10/02/2024 20:00;18;6;8,5;11,5;20;0,38;0;7,1;1,6;66;14,2;564;0;0;63,98
10/02/2024 21:00;30;6;10,7;15;25,6;0,46;0;2,7;0,7;76;13;565;0;0;67,51
10/02/2024 22:00;27;9;17,2;14,9;32;0,48;0;1,6;0,8;351;11,5;565;0;0;74,36
10/02/2024 23:00;15;8;5;10,7;15,7;0,34;0;3,6;0,5;299;11,1;565;0;0;75,74
11/02/2024 0:00;31;13;54;14,1;68,2;0,69;0;0,2;0,7;339;9,7;565;0;0;78,59
11/02/2024 1:00;35;14;77;12,5;89,5;0,78;0;0,1;0,6;219;9;564;0;0;81,53
11/02/2024 2:00;39;11;93,8;9,8;103,6;0,86;0;0,1;0,6;348;8,1;564;0;0;82,37
11/02/2024 3:00;26;10;65,3;10,2;75,5;0,65;0;0;0,6;313;8,5;564;0;0;84,76
11/02/2024 4:00;27;12;55,3;9,5;64,9;0,6;0;0;0,5;262;7,9;563;0;0;84,72
11/02/2024 5:00;37;17;93,9;6,7;100,6;0,63;0;0,1;0,5;39;6,8;564;0;0;83,93
11/02/2024 6:00;31;19;70,8;5,6;76,4;0,55;0;0,1;0,4;318;7;564;0;0;84,88
11/02/2024 7:00;32;13;42,6;8,8;51,4;0,51;0;0,4;0,7;317;8,5;564;17;0;86,24
11/02/2024 8:00;32;17;22,1;7,7;29,8;0,39;0;2,8;1,2;335;12,9;565;168;0;86,05
11/02/2024 9:00;27;12;10,4;4,6;15;0,25;0;8,9;1,1;305;18,5;565;396;0;63,72
11/02/2024 10:00;17;8;2,4;1,3;3,6;0,16;0;13,7;1,4;98;20;565;405;0;47,47
11/02/2024 11:00;12;6;1;0,3;1,3;0,15;0;15,7;1,3;288;20,8;565;352;0;42,24
11/02/2024 12:00;16;5;1,2;0,4;1,6;0,16;0;16,7;2,3;188;21,8;565;536;0;39,59
11/02/2024 13:00;15;7;1,4;0,6;2;0,16;0;16,4;2,2;167;22;564;475;0;38,68
11/02/2024 14:00;20;6;1,5;0,4;1,9;0,15;0;16,2;2,4;157;23,3;564;712;0;35,05
11/02/2024 15:00;17;7;2;0,9;2,9;0,17;0;16,1;2,3;132;24;563;660;0;33,6
11/02/2024 16:00;14;6;2,3;1,2;3,5;0,16;0;16,7;2;141;25;563;486;0;29,74
11/02/2024 17:00;12;7;2,3;1,6;4;0,18;0;16,3;1,8;108;24,6;562;271;0;30,47
11/02/2024 18:00;20;9;2;3,4;5,3;0,22;0;15,2;1,5;284;20,2;563;26;0;42,49
11/02/2024 19:00;25;14;0,3;2,7;3;0,19;0;17;1,2;220;17;563;0;0;65,47
11/02/2024 20:00;28;13;5,7;17,4;23,2;0,45;0;6,5;0,9;347;15,3;564;0;0;69,53
11/02/2024 21:00;29;13;6,4;13,8;20,2;0,32;0;6,2;0,9;117;14,2;565;0;0;66,68
11/02/2024 22:00;30;15;4,5;11,3;15,8;0,26;0;7,7;1;129;13,9;565;0;0;70,62
11/02/2024 23:00;23;16;7;16,2;23,2;0,34;0;3,6;0,8;342;12,4;565;0;0;73,12
12/02/2024 0:00;21;14;17,1;12,4;29,4;0,35;0;4,2;0,9;334;11,8;565;0;0;75,66
12/02/2024 1:00;35;15;74,4;16,9;91,4;0,69;0;0;0,7;308;10,1;565;0;0;79,66
12/02/2024 2:00;31;16;21,1;16;37;0,39;0;0,1;0,5;330;9,5;564;0;0;82,59
12/02/2024 3:00;25;18;42;14,4;56,4;0,39;0;0;0,8;347;8,8;564;0;0;83,7
12/02/2024 4:00;29;13;42,8;14,4;57,2;0,3;0;0;0,8;303;8,8;564;0;0;84,95
12/02/2024 5:00;33;17;13,4;14,3;27,8;0,26;0;0;0,6;278;8,7;564;0;0;85,44
12/02/2024 6:00;43;23;19,4;13;32,4;0,27;0;0,1;0,4;268;7,9;564;0;0;85,3
12/02/2024 7:00;47;25;0;0;0;0,94;0;0,5;0,6;263;7,4;564;7;0;85,05
12/02/2024 8:00;78;43;128,6;19,6;148,1;1,32;0;1,5;1;334;13,5;565;194;0;85,83
12/02/2024 9:00;44;25;33,8;14,3;48,1;0,55;0;6,6;1;321;18,5;565;393;0;64
12/02/2024 10:00;37;17;13,9;9,4;23,3;0,3;0;11,8;1,1;317;21,1;565;590;0;51,14
12/02/2024 11:00;30;15;4,9;4,7;9,6;0,19;0;16,4;1,6;328;22,1;565;628;0;41,6
12/02/2024 12:00;30;14;2,2;2,4;4,7;0,16;0;20,3;1,5;311;23,4;564;705;0;38,12
12/02/2024 13:00;30;11;2,6;3;5,5;0,17;0;21,1;1,3;217;24,9;563;711;0;33,6
12/02/2024 14:00;25;10;1,9;3,8;5,8;0,18;0;21,1;1,4;251;23,9;563;295;0;34,59
12/02/2024 15:00;46;17;0,9;3,1;4;0,19;0;26,1;2,7;273;21,9;563;255;0;46,27
12/02/2024 16:00;66;17;0,8;5;5,8;0,18;0;24;1,9;234;21,5;562;128;0;50,03
12/02/2024 17:00;59;28;0,8;7,2;8;0,25;0;26,8;1,9;251;20,1;562;114;0;57,98
12/02/2024 18:00;50;26;0,4;5,6;6,1;0,22;0;25;1,5;245;19,4;563;60;0;61,71
12/02/2024 19:00;46;31;0,3;8,6;8,9;0,29;0;21,6;1;226;16,6;563;0;0;69,94
12/02/2024 20:00;48;25;0,4;15,2;15,6;0,43;0;15,9;0,7;204;15,9;564;0;0;75,4
12/02/2024 21:00;49;35;0,4;16,9;17,3;0,47;0;11,2;0,5;245;15;565;0;0;77,5
12/02/2024 22:00;70;34;28,5;32,5;61,1;0,71;0;1,8;0,4;303;13,8;565;0;0;79,27
12/02/2024 23:00;79;40;125,1;30,3;155,4;1,3;0;0;0,4;160;12,9;565;0;0;82,14
13/02/2024 0:00;61;37;86,5;26,3;112,7;1;0;0,1;0,4;304;13,1;565;0;0;84,08
13/02/2024 1:00;66;37;92,8;23;115,8;0,79;0;0,2;0,5;306;12,4;565;0;0;83,09
13/02/2024 2:00;63;28;150,5;16,8;167,3;0,76;0;0;0,5;353;11,2;564;0;0;83,39
13/02/2024 3:00;37;22;65,5;13,5;79;0,55;0;0,1;0,5;329;10,6;564;0;0;84,15
13/02/2024 4:00;34;19;69,2;14;83,2;0,45;0;0,1;0,7;249;10,6;564;0;0;85,57
13/02/2024 5:00;46;33;103,9;15,1;118,9;0,57;0;0;0,6;313;10,5;564;0;0;85,93
13/02/2024 6:00;37;27;71,7;11,6;83,4;0,5;0;0,1;0,6;305;9,5;564;0;0;85,2
13/02/2024 7:00;82;60;262,1;20,6;282,8;2,06;0;0,2;0,5;353;9,5;565;7;0;85,69
13/02/2024 8:00;52;27;54,9;12,2;67,1;0,65;0;5,6;1,5;119;14,5;565;162;0;85,09
13/02/2024 9:00;37;22;7;5,9;12,9;0,25;0;12,4;1,8;100;18,6;565;358;0;65,69
13/02/2024 10:00;31;13;2,8;3,3;6,1;0,17;0;12,8;1,6;148;20,9;566;585;0;52,55
13/02/2024 11:00;42;22;0;0;0;0;0;0;2,3;339;21,1;565;659;0;48,24
13/02/2024 12:00;0;0;0;0;0;0;0;0;1,5;295;22,5;565;711;0,1;42,64
13/02/2024 13:00;0;19;0;0;0;0;0;0;1,5;269;24,4;564;911;0;34,6
13/02/2024 14:00;0;17;7;6,2;13,1;0,2;0;26,1;1,3;306;25;563;570;0;32,84
13/02/2024 15:00;28;11;1,4;2,2;3,6;0,18;0;24,1;1,3;284;24,5;563;343;0;32,52
13/02/2024 16:00;87;35;0,5;5,1;5,6;0,29;0;35,6;2,4;269;21,4;563;95;0;50,26
13/02/2024 17:00;80;28;0,5;7,5;8;0,28;0;30,4;2,6;253;19,7;563;62;0;60,48
13/02/2024 18:00;55;35;1,3;11,3;12,6;0,33;0;22;1,4;219;18,3;563;53;3,6;67,16
13/02/2024 19:00;44;21;20,2;25,6;45,7;0,6;0;5,5;1,3;96;14,6;564;0;10,4;75,44
13/02/2024 20:00;41;25;18,5;25,2;43,7;0,49;0;2,9;1;114;14,2;564;0;0;78,88
13/02/2024 21:00;48;20;7,1;14,7;21,8;0,27;0;7,8;1,5;115;14,6;565;0;0;77,88
13/02/2024 22:00;36;19;3,5;9,2;12,7;0,24;0;9,3;1,1;196;14,5;565;0;0;75,07
13/02/2024 23:00;30;19;0,6;7,3;7,8;0,22;0;7,6;0,6;317;13,2;565;0;0;77,57
14/02/2024 0:00;33;14;1,8;5,6;7,4;0,19;0;10,1;1,2;187;13;565;0;0;80,32
14/02/2024 1:00;35;14;6,7;7,4;14,1;0,21;0;9,3;0,9;284;13,8;565;0;0;76,89
14/02/2024 2:00;39;22;4,5;18,8;23,3;0,26;0;2,9;1,2;356;12,5;565;0;0;78,8
